,nct_id,canonical_BioLinkBERT-base_interventions,snomed_termid,linkbert_snomed_term_canonical_interventions,linkbert_cdist_interventions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
20148,NCT02565108,clobazam,387572002,Clobazam (substance),0.0039,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
20156,NCT02565693,apixaban,698090000,Apixaban (substance),0.0,"[771577000, 372862008, 123682001, 420220000]","['Lactam (substance)', 'Anticoagulant (substance)', 'Piperidine (substance)', 'Blood derivative (substance)']",Lactam (substance)
20158,NCT02565693,vitamin k antagonists,65183007,Vitamin K and/or vitamin K derivative (substance),10.4036,"[226355009, 59431004]","['Nutrients (substance)', 'Ketone (substance)']",Nutrients (substance)
20159,NCT02565732,botulinum toxin type a,108890005,Botulinum toxin type A (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
20174,NCT02568644,ketoprofen,386832008,Ketoprofen (substance),0.005,"[59431004, 373265006]","['Ketone (substance)', 'Analgesic (substance)']",Ketone (substance)
20185,NCT02570724,hes 130,387274000,Hetastarch (substance),9.87,"[373545003, 226355009, 33463005]","['Replacement agent (substance)', 'Nutrients (substance)', 'Liquid substance (substance)']",Replacement agent (substance)
20189,NCT02571101,clomipramine hcl,387027004,Clomipramine hydrochloride (substance),1.9681,"[372720008, 767261009]","['Antidepressant (substance)', 'Tricyclic compound (substance)']",Antidepressant (substance)
20205,NCT02577250,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
20206,NCT02577523,ld,66322002,Dextran 40 (substance),11.589,"[373545003, 226355009, 33463005]","['Replacement agent (substance)', 'Nutrients (substance)', 'Liquid substance (substance)']",Replacement agent (substance)
20215,NCT02579421,progesterone,16683002,Progesterone (substance),0.0,"[312263009, 126090008]","['Sex hormone (substance)', 'Pregnane (substance)']",Sex hormone (substance)
20216,NCT02579473,dopamine,412383006,Dopamine (substance),0.0052,"[35069000, 34582008]","['Neurotransmitter (substance)', 'Catecholamine (substance)']",Neurotransmitter (substance)
20220,NCT02579642,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
20224,NCT02579928,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
20228,NCT02580201,trivalent oral polio vaccine,863875008,Antigen of live attenuated Human poliovirus (substance),11.2231,"[713616004, 50080151000188106]","['Antigen of Human poliovirus (substance)', 'Antigen of live attenuated virus (substance)']",Antigen of Human poliovirus (substance)
20229,NCT02580305,donepezil hcl,386856007,Donepezil hydrochloride (substance),1.3184,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
20230,NCT02580305,donepezil hydrochloride,386856007,Donepezil hydrochloride (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
20234,NCT02580838,botulinum toxin type a,108890005,Botulinum toxin type A (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
20235,NCT02580838,onabotulinumtoxina,444627005,OnabotulinumtoxinA (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
20241,NCT02582255,monovalent oral polio vaccine type 2,860974007,Antigen of live attenuated Human poliovirus serotype 2 (substance),10.0304,"[713616004, 50080151000188106]","['Antigen of Human poliovirus (substance)', 'Antigen of live attenuated virus (substance)']",Antigen of Human poliovirus (substance)
20242,NCT02582476,bumetanide,387498005,Bumetanide (substance),0.0,"[363549008, 372695000]","['Sulfone (substance)', 'Diuretic (substance)']",Sulfone (substance)
20247,NCT02582996,acetaminophen,387517004,Paracetamol (substance),0.0082,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
20249,NCT02582996,paracetamol,387517004,Paracetamol (substance),0.0074,"[417551008, 373265006]","['Acetamide (substance)', 'Analgesic (substance)']",Acetamide (substance)
20253,NCT02585934,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
20257,NCT02586142,botulinum toxin type a,108890005,Botulinum toxin type A (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
20258,NCT02586142,btx-a,108890005,Botulinum toxin type A (substance),9.8607,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
20268,NCT02588196,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
20272,NCT02589340,buspirone,387523009,Buspirone (substance),0.0044,"[123682001, 373282008, 372614000]","['Piperidine (substance)', 'Anxiolytic agent (substance)', 'Sedative (substance)']",Piperidine (substance)
20276,NCT02590393,myosmine,8143001,Diosmin (substance),12.4615,"[226355009, 424943007]","['Nutrients (substance)', 'Flavonoid (substance)']",Nutrients (substance)
20285,NCT02590874,duloxetine,407032004,Duloxetine (substance),0.0034,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
20298,NCT02593396,bupropion hydrochloride,395733003,Bupropion hydrochloride (substance),0.0,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
20299,NCT02593643,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
20300,NCT02593643,midazolam,373476007,Midazolam (substance),0.0044,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
20307,NCT02593942,remifentanil,386839004,Remifentanil (substance),0.0,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
20312,NCT02594735,abatacept,421777009,Abatacept (substance),0.0,"[372823004, 407073003]","['Immunosuppressant (substance)', 'Recombinant protein (substance)']",Immunosuppressant (substance)
20339,NCT02603198,epinephrine,387362001,Epinephrine (substance),0.0069,"[372580007, 79580006, 34582008]","['Bronchodilator (substance)', 'Adrenal hormone (substance)', 'Catecholamine (substance)']",Bronchodilator (substance)
20340,NCT02603198,levonordefrin,387230002,Corbadrine (substance),0.0078,"[870406003, 34582008]","['Vasopressor (substance)', 'Catecholamine (substance)']",Vasopressor (substance)
20341,NCT02603198,mepivacaine,59560006,Mepivacaine (substance),0.0,"[373477003, 123682001]","['Local anesthetic (substance)', 'Piperidine (substance)']",Local anesthetic (substance)
20347,NCT02604914,ld,66322002,Dextran 40 (substance),11.589,"[373545003, 226355009, 33463005]","['Replacement agent (substance)', 'Nutrients (substance)', 'Liquid substance (substance)']",Replacement agent (substance)
20372,NCT02609087,remifentanil,386839004,Remifentanil (substance),0.0,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
20380,NCT02611921,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
20399,NCT02616523,fentanyl,373492002,Fentanyl (substance),0.0063,"[123682001, 373265006]","['Piperidine (substance)', 'Analgesic (substance)']",Piperidine (substance)
20403,NCT02617511,icosapent,226367006,Eicosapentaenoic acid (substance),0.0,"[31979005, 735971005, 226355009, 21847005]","['Fatty acid (substance)', 'Fish (substance)', 'Nutrients (substance)', 'Oil (substance)']",Fatty acid (substance)
20406,NCT02618603,abobotulinumtoxina,444619001,AbobotulinumtoxinA (substance),0.0028,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
20407,NCT02618603,botulinum toxin a,108890005,Botulinum toxin type A (substance),1.3702,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
20409,NCT02618603,incobotulinumtoxina,703368006,IncobotulinumtoxinA (substance),0.0024,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
20410,NCT02618603,onabotulinumtoxina,444627005,OnabotulinumtoxinA (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
20432,NCT02623231,escitalopram,400447003,Escitalopram (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
20436,NCT02624388,genistein,713310002,Glycine max isoflavone (substance),9.5719,"[59431004, 256355007]","['Ketone (substance)', 'Glycine max (substance)']",Ketone (substance)
20437,NCT02624388,soy isoflavones,713310002,Glycine max isoflavone (substance),5.1198,"[59431004, 256355007]","['Ketone (substance)', 'Glycine max (substance)']",Ketone (substance)
20439,NCT02624401,esketamine,785816006,Esketamine (substance),0.0,"[372720008, 59431004, 373265006]","['Antidepressant (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Antidepressant (substance)
20443,NCT02624596,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
20444,NCT02624661,glycerin,80582002,Glycerol (substance),0.0,"[372800002, 226355009]","['Laxative (substance)', 'Nutrients (substance)']",Laxative (substance)
20452,NCT02626572,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
20470,NCT02630121,oxymetazoline,387158001,Oxymetazoline (substance),0.0,"[116613007, 417901007, 870406003]","['Phenol (substance)', 'Decongestant (substance)', 'Vasopressor (substance)']",Phenol (substance)
20471,NCT02630121,oxymetazoline hydrochloride,9910008,Oxymetazoline hydrochloride (substance),0.0,"[116613007, 417901007, 870406003]","['Phenol (substance)', 'Decongestant (substance)', 'Vasopressor (substance)']",Phenol (substance)
20501,NCT02634684,dopamine,412383006,Dopamine (substance),0.0052,"[35069000, 34582008]","['Neurotransmitter (substance)', 'Catecholamine (substance)']",Neurotransmitter (substance)
20503,NCT02634931,sirolimus,387014003,Sirolimus (substance),0.0,"[771577000, 59431004, 372823004]","['Lactam (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)']",Lactam (substance)
20505,NCT02635789,sirolimus,387014003,Sirolimus (substance),0.0,"[771577000, 59431004, 372823004]","['Lactam (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)']",Lactam (substance)
20508,NCT02636218,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
20511,NCT02637648,sodium oxybate,410917003,Sodium oxybate (substance),0.0,"[259470008, 372614000]","['4-hydroxybutyrate (substance)', 'Sedative (substance)']",4-hydroxybutyrate (substance)
20514,NCT02637856,ocrelizumab,733464008,Ocrelizumab (substance),0.0,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
20519,NCT02638701,infliximab,386891004,Infliximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
20521,NCT02639533,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
20549,NCT02643368,type 2 monovalent oral poliovirus vaccine,860974007,Antigen of live attenuated Human poliovirus serotype 2 (substance),7.2432,"[713616004, 50080151000188106]","['Antigen of Human poliovirus (substance)', 'Antigen of live attenuated virus (substance)']",Antigen of Human poliovirus (substance)
20555,NCT02643433,measles containing vaccine,240484000,Modified measles (disorder),6.6661,"[34014006, 27550009]","['Viral disease (disorder)', 'Disorder of blood vessel (disorder)']",Viral disease (disorder)
20556,NCT02643433,measles-containing vaccine,240484000,Modified measles (disorder),6.6476,"[34014006, 27550009]","['Viral disease (disorder)', 'Disorder of blood vessel (disorder)']",Viral disease (disorder)
20557,NCT02643433,measles-rubella combined vaccine,240484000,Modified measles (disorder),8.9603,"[34014006, 27550009]","['Viral disease (disorder)', 'Disorder of blood vessel (disorder)']",Viral disease (disorder)
20563,NCT02643979,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
20575,NCT02645279,midazolam,373476007,Midazolam (substance),0.0044,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
20576,NCT02645370,danzhen,387364000,Dantron (substance),11.5009,"[372800002, 59431004]","['Laxative (substance)', 'Ketone (substance)']",Laxative (substance)
20581,NCT02645942,levocarnitine,372601001,Levocarnitine (substance),0.0,"[226355009, 373267003]","['Nutrients (substance)', 'Antilipemic agent (substance)']",Nutrients (substance)
20587,NCT02648672,bpn14770,387178009,Probucol (substance),14.7341,"[416908008, 373267003]","['Polyphenol (substance)', 'Antilipemic agent (substance)']",Polyphenol (substance)
20589,NCT02648906,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
20590,NCT02648997,ipilimumab,697995005,Ipilimumab (substance),0.0072,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
20596,NCT02650544,mirtazapine,386847004,Mirtazapine (substance),0.0,"[372720008, 413639003]","['Antidepressant (substance)', 'Benzazepine (substance)']",Antidepressant (substance)
20599,NCT02652390,methylprednisolone,116593003,Methylprednisolone (substance),0.0062,"[304275008, 126090008]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
