,nct_id,canonical_aact_interventions,snomed_termid,aact_snomed_term_canonical_interventions,aact_cdist_interventions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
14213,NCT02267538,dexmedetomidine hydrochloride for injection,116348007,Dexmedetomidine hydrochloride (substance),7.257,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
14215,NCT02267681,alfentanil,387560008,Alfentanil (substance),0.0,"[373288007, 373265006]","['General anesthetic (substance)', 'Analgesic (substance)']",General anesthetic (substance)
14216,NCT02267681,fentanyl,373492002,Fentanyl (substance),0.0,"[373288007, 373265006]","['General anesthetic (substance)', 'Analgesic (substance)']",General anesthetic (substance)
14220,NCT02267980,ketamine,373464007,Ketamine (substance),0.0014,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
14222,NCT02268058,acetaminophen,387517004,Paracetamol (substance),0.002,"[373265006, 31414002]","['Analgesic (substance)', 'Amide (substance)']",Analgesic (substance)
14225,NCT02269930,interferon beta-1a,386902004,Interferon beta-1a (substance),0.0,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
14226,NCT02269930,peginterferon beta-1a,706897007,Peginterferon beta-1a (substance),0.0,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
14232,NCT02271165,immunoglobulin (hizentra),428527002,Human tetanus immunoglobulin (substance),12.4266,"[106181007, 261226001]","['Immunologic substance (substance)', 'Blood component (substance)']",Immunologic substance (substance)
14254,NCT02275182,dexmedetomidine,437750002,Dexmedetomidine (substance),0.0,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
14259,NCT02276963,ublituximab,1144474002,Margetuximab (substance),10.2401,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
14276,NCT02281474,nilotinib,427941004,Nilotinib (substance),0.0,"[372688009, 300903003]","['Antineoplastic agent (substance)', 'Azole (substance)']",Antineoplastic agent (substance)
14290,NCT02282514,cyclophosphamide,387420009,Cyclophosphamide (substance),0.0044,"[373244000, 372688009]","['Immunologic agent (substance)', 'Antineoplastic agent (substance)']",Immunologic agent (substance)
14291,NCT02282514,autologous hematopoietic stem cells,709114000,Autologous fluid containing hemopoietic stem cells (substance),8.8448,"[414265000, 15879007]","['Fluid containing hemopoietic stem cells (substance)', 'Autograft (substance)']",Fluid containing hemopoietic stem cells (substance)
14292,NCT02282514,filgrastim,386948008,Filgrastim (substance),0.0065,"[80572003, 407073003]","['Colony-stimulating factor, granulocytic (substance)', 'Recombinant protein (substance)']","Colony-stimulating factor, granulocytic (substance)"
14295,NCT02282514,rituximab,386919002,Rituximab (substance),0.0048,"[372688009, 106181007, 372823004]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)', 'Immunosuppressant (substance)']",Antineoplastic agent (substance)
14301,NCT02283294,apixaban,698090000,Apixaban (substance),0.0,"[372862008, 106205006, 31414002]","['Anticoagulant (substance)', 'Hemostasis related substance (substance)', 'Amide (substance)']",Anticoagulant (substance)
14309,NCT02283827,phenytoin,387220006,Phenytoin (substance),0.0052,"[288841007, 300903003]","['Patch test substance (substance)', 'Azole (substance)']",Patch test substance (substance)
14312,NCT02283853,interferon β-1a,386902004,Interferon beta-1a (substance),2.7593,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
14342,NCT02289248,ketamine,373464007,Ketamine (substance),0.0014,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
14344,NCT02290886,intravenous administration of 4 million of msc,413604003,Autologous bone marrow fluid (substance),15.1794,"[414265000, 15879007]","['Fluid containing hemopoietic stem cells (substance)', 'Autograft (substance)']",Fluid containing hemopoietic stem cells (substance)
14359,NCT02294058,interferon beta-1a,386902004,Interferon beta-1a (substance),0.0,"[372688009, 106181007]","['Antineoplastic agent (substance)', 'Immunologic substance (substance)']",Antineoplastic agent (substance)
14366,NCT02295787,ketamine,373464007,Ketamine (substance),0.0014,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
14367,NCT02295826,dabigatran,698871007,Dabigatran (substance),0.0087,"[372862008, 106205006]","['Anticoagulant (substance)', 'Hemostasis related substance (substance)']",Anticoagulant (substance)
14380,NCT02299115,prednisolone,116601002,Prednisolone (substance),0.0014,"[304275008, 372688009, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Antineoplastic agent (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
14382,NCT02299557,oxymetazoline gel,9910008,Oxymetazoline hydrochloride (substance),10.8774,"[417901007, 300903003]","['Decongestant (substance)', 'Azole (substance)']",Decongestant (substance)
14389,NCT02302976,cocaine hydrochloride,74273006,Cocaine hydrochloride (substance),0.0076,"[373477003, 418183005, 439718001]","['Local anesthetic (substance)', 'Psychotropic agent (substance)', 'Aza compound (substance)']",Local anesthetic (substance)
14396,NCT02305017,paracetamol,387517004,Paracetamol (substance),0.0,"[373265006, 31414002]","['Analgesic (substance)', 'Amide (substance)']",Analgesic (substance)
14397,NCT02305017,acetaminophen,387517004,Paracetamol (substance),0.002,"[373265006, 31414002]","['Analgesic (substance)', 'Amide (substance)']",Analgesic (substance)
14416,NCT02307305,"celecoxib, naproxen/esomeprazole, acetaminophen/tramadol, oxycodone/naloxone",1303849003,Tapentadol maleate hemihydrate (substance),13.7972,"[418183005, 373265006]","['Psychotropic agent (substance)', 'Analgesic (substance)']",Psychotropic agent (substance)
14422,NCT02307396,benperidol,391820006,Benperidol (substance),0.0074,"[59431004, 418183005]","['Ketone (substance)', 'Psychotropic agent (substance)']",Ketone (substance)
14425,NCT02307396,haloperidol,386837002,Haloperidol (substance),0.0,"[59431004, 418183005]","['Ketone (substance)', 'Psychotropic agent (substance)']",Ketone (substance)
14434,NCT02307396,sulpiride,395891007,Sulpiride (substance),0.0,"[418183005, 31414002]","['Psychotropic agent (substance)', 'Amide (substance)']",Psychotropic agent (substance)
14446,NCT02311777,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
14447,NCT02311777,ketamine,373464007,Ketamine (substance),0.0014,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
14448,NCT02311907,paclitaxel,387374002,Paclitaxel (substance),0.0082,"[372688009, 289941004, 373244000]","['Antineoplastic agent (substance)', 'Plant extract (substance)', 'Immunologic agent (substance)']",Antineoplastic agent (substance)
14456,NCT02313909,"rivaroxaban (xarelto, bay59-7939)",442031002,Rivaroxaban (substance),8.2873,"[372862008, 106205006, 31414002]","['Anticoagulant (substance)', 'Hemostasis related substance (substance)', 'Amide (substance)']",Anticoagulant (substance)
14463,NCT02314351,fentanyl,373492002,Fentanyl (substance),0.0,"[373288007, 373265006]","['General anesthetic (substance)', 'Analgesic (substance)']",General anesthetic (substance)
14484,NCT02322021,e2609,75665004,Monosodium glutamate (substance),13.1763,"[80259003, 430503006]","['Food flavoring agent (substance)', 'Glutamate (substance)']",Food flavoring agent (substance)
14488,NCT02323217,isocarboxazid,387161000,Isocarboxazid (substance),0.0055,"[769166001, 418183005]","['Hydrazine and/or hydrazine derivative (substance)', 'Psychotropic agent (substance)']",Hydrazine and/or hydrazine derivative (substance)
14492,NCT02323698,caffeine,255641001,Caffeine (substance),0.0059,"[418183005, 259553003]","['Psychotropic agent (substance)', 'Methylated xanthine derivative (substance)']",Psychotropic agent (substance)
14493,NCT02324153,ramelteon,419878007,Ramelteon (substance),0.0044,"[418183005, 418033003]","['Psychotropic agent (substance)', 'Indan (substance)']",Psychotropic agent (substance)
14494,NCT02324153,microcrystalline cellulose,68992005,Cellulose (substance),8.9559,"[372800002, 226355009]","['Laxative (substance)', 'Nutrients (substance)']",Laxative (substance)
14500,NCT02325440,natalizumab,414805007,Natalizumab (substance),0.0,"[106181007, 372823004]","['Immunologic substance (substance)', 'Immunosuppressant (substance)']",Immunologic substance (substance)
14502,NCT02325583,midazolam,373476007,Midazolam (substance),0.0,"[373288007, 418183005]","['General anesthetic (substance)', 'Psychotropic agent (substance)']",General anesthetic (substance)
14506,NCT02327182,mt-4666,116973003,Human T-lymphotrophic virus type II recombinant glycoprotein 46 antibody (substance),14.2928,"[106181007, 407073003]","['Immunologic substance (substance)', 'Recombinant protein (substance)']",Immunologic substance (substance)
14509,NCT02328079,steroids (prednisolone) and steroids plus antiviral (prednisolone + acyclovir),96335004,Prednisolone sodium phosphate (substance),13.6283,"[304275008, 372688009, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Antineoplastic agent (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
14519,NCT02332902,everolimus,428698007,Everolimus (substance),0.0048,"[372688009, 59431004, 372823004, 31414002]","['Antineoplastic agent (substance)', 'Ketone (substance)', 'Immunosuppressant (substance)', 'Amide (substance)']",Antineoplastic agent (substance)
14521,NCT02333331,bimagrumab,278221000202100,Bimekizumab (substance),9.4491,"[106181007, 372823004]","['Immunologic substance (substance)', 'Immunosuppressant (substance)']",Immunologic substance (substance)
14527,NCT02334163,oral lactulose,273945008,Lactulose (substance),13.187,"[226355009, 372800002]","['Nutrients (substance)', 'Laxative (substance)']",Nutrients (substance)
14556,NCT02337907,donepezil,386855006,Donepezil (substance),0.0,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
14563,NCT02341794,rosuvastatin,700067006,Rosuvastatin (substance),0.0,"[373267003, 31414002]","['Antilipemic agent (substance)', 'Amide (substance)']",Antilipemic agent (substance)
14566,NCT02342366,ghb 35 mg/kg p.o.,126077001,Burbot liver oil (substance),15.3557,"[226355009, 21847005]","['Nutrients (substance)', 'Oil (substance)']",Nutrients (substance)
14570,NCT02342704,natalizumab,414805007,Natalizumab (substance),0.0,"[106181007, 372823004]","['Immunologic substance (substance)', 'Immunosuppressant (substance)']",Immunologic substance (substance)
14574,NCT02345213,e2020,75665004,Monosodium glutamate (substance),13.3103,"[80259003, 430503006]","['Food flavoring agent (substance)', 'Glutamate (substance)']",Food flavoring agent (substance)
14585,NCT02347891,belimumab,449043000,Belimumab (substance),0.007,"[106181007, 373244000]","['Immunologic substance (substance)', 'Immunologic agent (substance)']",Immunologic substance (substance)
14591,NCT02348593,jzp-110,387528000,Phenelzine (substance),14.5596,"[769166001, 418183005]","['Hydrazine and/or hydrazine derivative (substance)', 'Psychotropic agent (substance)']",Hydrazine and/or hydrazine derivative (substance)
14592,NCT02348606,jzp-110,387528000,Phenelzine (substance),14.5596,"[769166001, 418183005]","['Hydrazine and/or hydrazine derivative (substance)', 'Psychotropic agent (substance)']",Hydrazine and/or hydrazine derivative (substance)
14593,NCT02348619,jzp-110,387528000,Phenelzine (substance),14.5596,"[769166001, 418183005]","['Hydrazine and/or hydrazine derivative (substance)', 'Psychotropic agent (substance)']",Hydrazine and/or hydrazine derivative (substance)
14594,NCT02348632,jzp-110,387528000,Phenelzine (substance),14.5596,"[769166001, 418183005]","['Hydrazine and/or hydrazine derivative (substance)', 'Psychotropic agent (substance)']",Hydrazine and/or hydrazine derivative (substance)
14602,NCT02351869,midazolam,373476007,Midazolam (substance),0.0,"[373288007, 418183005]","['General anesthetic (substance)', 'Psychotropic agent (substance)']",General anesthetic (substance)
14603,NCT02351869,nitrous oxide,111132001,Nitrous oxide (substance),0.0,"[74947009, 373288007]","['Gaseous substance (substance)', 'General anesthetic (substance)']",Gaseous substance (substance)
14609,NCT02353598,crenezumb dose level 3,763611007,Emicizumab (substance),14.1966,"[106181007, 372681003]","['Immunologic substance (substance)', 'Hemostatic agent (substance)']",Immunologic substance (substance)
14647,NCT02362321,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 372688009, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Antineoplastic agent (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
14653,NCT02363738,infliximab,386891004,Infliximab (substance),0.0,"[106181007, 372823004]","['Immunologic substance (substance)', 'Immunosuppressant (substance)']",Immunologic substance (substance)
14661,NCT02366299,dexmedetomidine,437750002,Dexmedetomidine (substance),0.0,"[300903003, 418183005]","['Azole (substance)', 'Psychotropic agent (substance)']",Azole (substance)
14684,NCT02372409,etoposide,387316009,Etoposide (substance),0.0,"[372688009, 373244000]","['Antineoplastic agent (substance)', 'Immunologic agent (substance)']",Antineoplastic agent (substance)
14689,NCT02373449,ketamine,373464007,Ketamine (substance),0.0014,"[59431004, 418183005, 373265006]","['Ketone (substance)', 'Psychotropic agent (substance)', 'Analgesic (substance)']",Ketone (substance)
14693,NCT02374567,donepezil,386855006,Donepezil (substance),0.0,"[59431004, 372668005]","['Ketone (substance)', 'Parasympathomimetic agent (substance)']",Ketone (substance)
14696,NCT02374567,phenytoin,387220006,Phenytoin (substance),0.0052,"[288841007, 300903003]","['Patch test substance (substance)', 'Azole (substance)']",Patch test substance (substance)
14698,NCT02374567,pregabalin,415160008,Pregabalin (substance),0.0,"[226355009, 373265006]","['Nutrients (substance)', 'Analgesic (substance)']",Nutrients (substance)
