,nct_id,linkbert_snomed_term_canonical_conditions,linkbert_top_concept_canonical_first_conditions
8443,NCT01882400,Dysthymia (disorder)|Fracture of bone (disorder)|Muscular dystrophy (disorder)|Pain|Scoliosis deformity of spine (disorder),Depressive disorder (disorder)|Disorder of skeletal system (disorder)|Degenerative disorder of muscle (disorder)|Pain|Scoliosis deformity of spine (disorder)
8444,NCT01882556,Strain of flexor muscle at forearm level (disorder)|Limb body wall complex (disorder)|Pain|Spastic syndrome (disorder)|Cerebrovascular accident (disorder),Soft tissue injury (disorder)|Congenital malformation (disorder)|Pain|Spastic syndrome (disorder)|Cerebrovascular accident (disorder)
8445,NCT01883505,Movement disorder (disorder)|Parkinson's disease (disorder)|Treated,Movement disorder (disorder)|Parkinsonism (disorder)|Treated
8446,NCT01883648,Amnestic mild cognitive disorder (disorder),Cognitive disorder (disorder)
8447,NCT01883661,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
8448,NCT01883674,Sarcopenia (disorder)|Infestation caused by Sarcoptes (disorder),Degenerative disorder of muscle (disorder)|Disorder of skin (disorder)
8449,NCT01884844,Bipolar disorder (disorder)|Depressive disorder (disorder),Bipolar disorder (disorder)|Depressive disorder (disorder)
8450,NCT01884935,Relapsing remitting multiple sclerosis (disorder),Multiple sclerosis (disorder)
8451,NCT01885338,Cognitive disorder (disorder)|Schizophrenia (disorder),Cognitive disorder (disorder)|Schizophrenia (disorder)
8452,NCT01885936,"Enzyme overdose (disorder)|Glycogen storage disease due to acid maltase deficiency, late-onset (disorder)",Poisoning (disorder)|Hereditary metabolic disease (disorder)
8453,NCT01885988,"Erectile dysfunction (disorder)|Hypertensive disorder, systemic arterial (disorder)|Chronic kidney disease stage 1 due to hypertension (disorder)|Essential hypertension (disorder)","Sexual disorder (disorder)|Hypertensive disorder, systemic arterial (disorder)|Disorder of the genitourinary system (disorder)"
8454,NCT01886196,Inflammatory disorder (disorder),Inflammatory disorder (disorder)
8455,NCT01886313,Herpes zoster (disorder)|Moderate bodily distress disorder (disorder)|Cranial neuralgia (disorder)|Postherpetic neuralgia (disorder)|Neurological pain disorder (disorder)|Pain|Post-herpetic trigeminal neuralgia (disorder)|Varicella-zoster virus infection (disorder),Infectious disease (disorder)|Bodily distress disorder (disorder)|Cranial neuralgia (disorder)|Postinfectious neuralgia (disorder)|Neurological pain disorder (disorder)|Pain
8456,NCT01886560,Burn of cornea (disorder),Burn (disorder)
8457,NCT01886729,Tinnitus of vascular origin (disorder)|Leudet's tinnitus (disorder),"Ear, nose and throat disorder (disorder)"
8458,NCT01886820,Cerebral beta-amyloid|Cerebral β-amyloid,Cerebral beta-amyloid|Cerebral β-amyloid
8459,NCT01887132,Pervasive developmental disorder (disorder),Developmental mental disorder (disorder)
8460,NCT01887366,Cocaine dependence (disorder),Disorder caused by cocaine (disorder)
8461,NCT01887990,Depressive disorder (disorder)|Suicidal poisoning (disorder),Depressive disorder (disorder)|Poisoning (disorder)
8462,NCT01888107,Bipolar disorder (disorder)|Disease (disorder)|Mood disorder (disorder)|Psychotic disorder (disorder)|Schizoaffective disorder (disorder)|Schizophrenia (disorder),Bipolar disorder (disorder)|Disease (disorder)|Mood disorder (disorder)|Psychotic disorder (disorder)|Schizoaffective disorder (disorder)|Schizophrenia (disorder)
8463,NCT01888835,Meth|Methamphetamine dependence (disorder),Meth|Substance dependence (disorder)
8464,NCT01889004,Decreased drug tolerance (disorder)|Minimally conscious state (disorder),Drug tolerance (disorder)|Minimally conscious state (disorder)
8465,NCT01889381,Dysmorphism (disorder)|Congenital anomaly of face (disorder)|Injury of face (disorder)|Traumatic injury (disorder)|Transplant,Congenital malformation (disorder)|Injury of face (disorder)|Traumatic injury (disorder)|Transplant
8466,NCT01890343,Alzheimer's disease (disorder)|Frontotemporal dementia (disorder),Alzheimer's disease (disorder)|Frontotemporal degeneration (disorder)
8467,NCT01890798,Duchenne muscular dystrophy (disorder),Congenital malformation (disorder)
8468,NCT01891890,Epilepsy (disorder)|Focal epilepsy (disorder)|Seizure disorder (disorder),Seizure disorder (disorder)
8469,NCT01892176,Parkinson's disease (disorder)|Pd,Parkinsonism (disorder)|Pd
8470,NCT01892306,Anxiety disorder (disorder)|Bipolar I disorder (disorder)|Bipolar disorder (disorder)|Superimposed infection (disorder)|Mood disorder (disorder),Anxiety disorder (disorder)|Bipolar disorder (disorder)|Infectious disease (disorder)|Mood disorder (disorder)
8471,NCT01892345,- aquaporin-4|Neuromyelitis optica (disorder),- aquaporin-4|Disorder of optic nerve (disorder)
8472,NCT01892384,Schizophrenia (disorder)|Schizophrenic disorders (disorder),Schizophrenia (disorder)
8473,NCT01892722,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
8474,NCT01892813,Cigarette|Substance dependence (disorder)|Depressive disorder (disorder)|Tobacco dependence syndrome (disorder),Cigarette|Substance dependence (disorder)|Depressive disorder (disorder)
8475,NCT01892995,Suicidal poisoning (disorder),Poisoning (disorder)
8476,NCT01893229,Mania (disorder)|Bipolar disorder (disorder)|Bipolar I disorder (disorder)|Mood disorder of manic type (disorder),Mood disorder of manic type (disorder)|Bipolar disorder (disorder)
8477,NCT01894958,Fragile X syndrome (disorder),Congenital malformation (disorder)
8478,NCT01895335,Multiple sclerosis (disorder)|Progressive relapsing multiple sclerosis (disorder),Multiple sclerosis (disorder)
8479,NCT01895348,Respiratory obstruction (disorder)|Sleep apnea (disorder)|Obstructive sleep apnea syndrome (disorder),Disorder of respiratory system (disorder)|Sleep disorder (disorder)
8480,NCT01895439,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
8481,NCT01895452,Chronic undifferentiated schizophrenia (disorder),Chronic mental disorder (disorder)
8482,NCT01895621,Carpal tunnel syndrome (disorder)|Cardiovascular decompression injury (disorder)|Nervios (disorder)|Spinal cord decompression injury (disorder),Peripheral nerve disease (disorder)|Injury caused by causative force (disorder)|Nervios (disorder)|Spinal cord disorder (disorder)
8483,NCT01896037,Chronic paraplegia (disorder)|Quadriplegia (disorder)|Spinal cord injury (disorder),Paralytic syndrome (disorder)|Spinal cord disorder (disorder)
8484,NCT01896128,Chronic cerebral ischemia (disorder)|Cerebrovascular accident (disorder)|Paralytic syndrome as late effect of stroke (disorder),Disorder of blood vessel (disorder)|Cerebrovascular accident (disorder)|Paralytic syndrome (disorder)
8485,NCT01896388,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
8486,NCT01896661,"Sleep apnea (disorder)|Hypertensive disorder, systemic arterial (disorder)|Obstructive sleep apnea syndrome (disorder)","Sleep disorder (disorder)|Hypertensive disorder, systemic arterial (disorder)"
8487,NCT01896700,Attention deficit hyperactivity disorder (disorder)|Fluid imbalance (disorder)|Multiple sclerosis (disorder)|Opioid dependence (disorder)|Orthostatic hypotension (disorder)|Atrial tachycardia (disorder)|Functional paraparesis (disorder),Disorders of attention and motor control (disorder)|Fluid volume disorder (disorder)|Multiple sclerosis (disorder)|Substance dependence (disorder)|Low blood pressure (disorder)|Heart disease (disorder)|Functional disorder (disorder)
8488,NCT01897402,Meningococcal meningitis (disorder),Infectious disease (disorder)
8489,NCT01897727,"Aldosterone|Hypertensive disorder, systemic arterial (disorder)|Primary hyperaldosteronism (disorder)|Drug resistance (disorder)|Labile essential hypertension (disorder)|Obstructive sleep apnea syndrome (disorder)","Aldosterone|Hypertensive disorder, systemic arterial (disorder)|Disorder of endocrine system (disorder)|Drug resistance (disorder)|Sleep disorder (disorder)"
8490,NCT01898364,"Alglucosidase alfa|Alglucosidase alfa treated|Glycogen storage disease due to acid maltase deficiency, late-onset (disorder)",Alglucosidase alfa|Alglucosidase alfa treated|Hereditary metabolic disease (disorder)
8491,NCT01898520,Cerebral palsy (disorder)|Spastic syndrome (disorder)|Injury of central nervous system (disorder),Paralytic syndrome (disorder)|Spastic syndrome (disorder)|Injury of central nervous system (disorder)
8492,NCT01898676,Epilepsy (disorder),Seizure disorder (disorder)
8493,NCT01898884,Friedreich ataxia (disorder),Spinal cord disorder (disorder)
8494,NCT01899170,Chronic pain syndrome (disorder)|Pain|Chronic painful polyneuropathy (disorder)|To,Chronic pain syndrome (disorder)|Pain|Neurological pain disorder (disorder)|To
8495,NCT01899898,Drug resistance to anti-seizure medication (disorder)|Epilepsy (disorder)|Intractable idiopathic partial epilepsy (disorder)|Seizure disorder (disorder),Drug resistance (disorder)|Seizure disorder (disorder)
8496,NCT01900093,Subchronic residual schizophrenia with acute exacerbations (disorder)|Multiple sclerosis (disorder)|Recurrent disease (disorder),Schizophrenia (disorder)|Multiple sclerosis (disorder)|Recurrent disease (disorder)
8497,NCT01900444,Japanese encephalitis virus disease (disorder),Infectious disease (disorder)
8498,NCT01900522,Chronic undifferentiated schizophrenia (disorder),Chronic mental disorder (disorder)
8499,NCT01900665,Alzheimer's disease (disorder)|Amnestic mild cognitive disorder (disorder)|Non-amnestic Alzheimer disease (disorder),Alzheimer's disease (disorder)|Cognitive disorder (disorder)
8500,NCT01901588,Delirium (disorder)|Strabismus following ocular surgery (disorder),Confusional state (disorder)|Perioperative complication (disorder)
8501,NCT01901640,Erectile dysfunction (disorder),Sexual disorder (disorder)
8502,NCT01901848,Cigarette smoking|Smokers|Smoking|Posttraumatic stress disorder (disorder),Cigarette smoking|Smokers|Smoking|Anxiety disorder (disorder)
8503,NCT01901887,Suicidal poisoning (disorder)|Injury due to suicide attempt (disorder),Poisoning (disorder)|Injury due to suicide attempt (disorder)
8504,NCT01902004,Depressive disorder (disorder)|Geriatric|Mild neurocognitive disorder (disorder),Depressive disorder (disorder)|Geriatric|Cognitive disorder (disorder)
8505,NCT01902641,Postinfectious neuralgia (disorder)|Aspiration into main bronchus (disorder),Postinfectious neuralgia (disorder)|Disorder of respiratory system (disorder)
8506,NCT01902771,Neoplasm of brain (disorder)|Refractory malignant neoplastic disease (disorder)|Neoplastic disease (disorder),Neoplastic disease (disorder)
8507,NCT01903096,Anxiety disorder (disorder)|Depressive disorder (disorder)|Mood disorder (disorder)|Bodily distress disorder (disorder),Anxiety disorder (disorder)|Depressive disorder (disorder)|Mood disorder (disorder)|Bodily distress disorder (disorder)
8508,NCT01903421,Alzheimer's disease (disorder)|Cognitive disorder (disorder)|Dementia (disorder),Alzheimer's disease (disorder)|Cognitive disorder (disorder)|Dementia (disorder)
8509,NCT01903525,Balancing side occlusal interference (disorder)|Concussion injury of brain (disorder)|Repeated concussion of brain (disorder)|Sports -|Injury while engaged in sports activity (disorder),Disorder of upper digestive tract (disorder)|Traumatic brain injury (disorder)|Sports -|Accidental injury (disorder)
8510,NCT01903837,Schizophrenia (disorder),Schizophrenia (disorder)
8511,NCT01904032,Depressive disorder (disorder)|Diabetes mellitus (disorder)|Diabetes mellitus type 2 (disorder),Depressive disorder (disorder)|Disorder of glucose metabolism (disorder)
8512,NCT01904097,Chronic pain syndrome (disorder)|Fibromyalgia (disorder),Chronic pain syndrome (disorder)|Fibromyalgia (disorder)
8513,NCT01904591,Chronic disorder of spinal cord (disorder),Spinal cord disorder (disorder)
8514,NCT01904760,Stress reaction with psychomotor agitation (disorder)|Delirium (disorder)|Free flap reconstructive surgery|Free flap surgery|Neoplasm of maxilla (disorder)|Microvascular free tissue flap|Reconstruction,Adjustment disorder (disorder)|Confusional state (disorder)|Free flap reconstructive surgery|Free flap surgery|Neoplastic disease (disorder)|Microvascular free tissue flap|Reconstruction
8515,NCT01905371,Ischemic stroke (disorder)|Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
8516,NCT01905605,Sensory integration disorder (disorder),Sensory disorder (disorder)
8517,NCT01906346,Disorder caused by cocaine (disorder)|Substance dependence (disorder),Disorder caused by cocaine (disorder)|Substance dependence (disorder)
8518,NCT01906372,Dermatomyositis (disorder)|Myositis (disorder)|Polymyositis (disorder)|Refractory celiac disease (disorder),Inflammation of skin and/or subcutaneous tissue (disorder)|Disorder of skeletal muscle (disorder)|Disorder of digestive organ (disorder)
8519,NCT01906658,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
8520,NCT01906684,Multiple sclerosis (disorder)|Relapsing remitting multiple sclerosis (disorder)|Recurrent disease (disorder),Multiple sclerosis (disorder)|Recurrent disease (disorder)
8521,NCT01906866,Neurodevelopmental disorder (disorder)|Dyssomnia (disorder),Neurodevelopmental disorder (disorder)|Sleep disorder (disorder)
8522,NCT01907217,Antidepressant|Severe depression (disorder),Antidepressant|Depressive disorder (disorder)
8523,NCT01908010,Amnestic mild cognitive disorder (disorder)|Non-amnestic Alzheimer disease (disorder),Cognitive disorder (disorder)|Alzheimer's disease (disorder)
8524,NCT01908114,Acute poliomyelitis (disorder),Infectious disease (disorder)
8525,NCT01908192,Schizophrenia (disorder),Schizophrenia (disorder)
8526,NCT01908205,Anxiety disorder (disorder)|Pervasive developmental disorder (disorder),Anxiety disorder (disorder)|Developmental mental disorder (disorder)
8527,NCT01908400,Intellectual disability (disorder),Intellectual disability (disorder)
8528,NCT01908452,Movement disorder (disorder)|Schizoaffective disorder (disorder)|Schizophrenia (disorder)|Schizophrenic disorders (disorder)|Tardive dyskinesia (disorder)|Simple schizophrenia (disorder),Movement disorder (disorder)|Schizoaffective disorder (disorder)|Schizophrenia (disorder)|Medication-induced movement disorder (disorder)
8529,NCT01909154,Traumatic or non-traumatic injury (disorder)|Traumatic spinal cord injury (disorder),Traumatic or non-traumatic injury (disorder)|Spinal cord disorder (disorder)
8530,NCT01909466,Schizophrenia (disorder),Schizophrenia (disorder)
8531,NCT01910038,Cranial giant cell arteritis (disorder)|Giant cell arteritis (disorder),Disorder of blood vessel (disorder)
8532,NCT01910649,Duchenne muscular dystrophy (disorder),Congenital malformation (disorder)
8533,NCT01911377,"Neurapraxia (disorder)|Complex regional pain syndrome, type II (disorder)|Multiple sclerosis (disorder)|Cranial neuralgia (disorder)|Neurological pain disorder (disorder)|Pain|Spinal cord injury (disorder)",Nerve injury (disorder)|Chronic pain syndrome (disorder)|Multiple sclerosis (disorder)|Cranial neuralgia (disorder)|Neurological pain disorder (disorder)|Pain|Spinal cord disorder (disorder)
