,nct_id,aact_snomed_term_canonical_interventions,aact_top_concept_canonical_first_interventions
10922,NCT02561091,Indium (111-In) labeled mixed leukocyte (substance)|Cor a 8 (substance),Radioactive isotope (substance)|Cor a 8 (substance)
10923,NCT02561156,Itopride (substance),Itopride (substance)
10924,NCT02561481,Strophanthin (substance),Strophanthin (substance)
10925,NCT02561702,Mexiletine (substance),Mexiletine (substance)
10926,NCT02561754,Sugar-free lemonade (substance)|Cod (substance),Drinks (substance)|Cod (substance)
10927,NCT02562066,Amifampridine (substance),Amifampridine (substance)
10928,NCT02562183,Kallikrein (substance),Blood component (substance)
10929,NCT02562287,Clozapine (substance)|Quetiapine (substance)|Olanzapine (substance)|Risperidone (substance),Psychotropic agent (substance)
10930,NCT02562430,Nylidrin hydrochloride (substance),Nylidrin hydrochloride (substance)
10931,NCT02562768,Ceftazidime (substance),Amide (substance)
10932,NCT02562989,Florbetapir (18-F) (substance),Radioactive isotope (substance)
10933,NCT02563288,Esmolol (substance)|Dexmedetomidine (substance),Esmolol (substance)|Azole (substance)
10934,NCT02563769,Intravenous cocaine abuse (disorder)|Clavulanic acid (substance),Disorder caused by cocaine (disorder)|Amide (substance)
10935,NCT02563860,Lovastatin (substance),Antilipemic agent (substance)
10936,NCT02563899,Cosmetic vehicle (substance)|Umeclidinium (substance),Cosmetic vehicle (substance)|Umeclidinium (substance)
10937,NCT02564068,Oxytocin (substance),Oxytocin (substance)
10938,NCT02564328,Syngeneic fluid containing peripheral blood stem cells (substance),Fluid containing hemopoietic stem cells (substance)
10939,NCT02564588,Harmaline (substance),Harmaline (substance)
10940,NCT02564939,Ramelteon (substance),Psychotropic agent (substance)
10941,NCT02564952,Picornain 3C (substance)|Clobazam (substance),Picornain 3C (substance)|Psychotropic agent (substance)
10942,NCT02565108,Clobazam (substance)|Chronic trigonitis (disorder),Psychotropic agent (substance)|Trigonitis (disorder)
10943,NCT02565121,Corticosteroid series (substance)|Substance (substance),Patch test substance (substance)|Substance (substance)
10944,NCT02565186,Lasmiditan (substance),Lasmiditan (substance)
10945,NCT02565316,Sertraline (substance)|Balsam of Pine (substance),Psychotropic agent (substance)|Emollient (substance)
10946,NCT02565628,Ampicillin (substance),Amide (substance)
10947,NCT02565693,Clopidogrel (substance)|Dipyridamole (substance)|Apixaban (substance)|Aspirin (substance)|Calcium carbaspirin (substance),Clopidogrel (substance)|Dipyridamole (substance)|Anticoagulant (substance)|Analgesic (substance)
10948,NCT02565732,Botulinum toxin type A (substance),Bacterial agent (substance)
10949,NCT02566057,Prostaglandin synthase (substance),Prostaglandin synthase (substance)
10950,NCT02566226,Bupivacaine hydrochloride monohydrate (substance)|Bupivacaine (substance),Local anesthetic (substance)
10951,NCT02566356,Oxytocin (substance)|Sodium chloride solution (substance),Oxytocin (substance)|Sodium chloride solution (substance)
10952,NCT02566590,Protein (substance),Protein (substance)
10953,NCT02566720,Amantadine (substance)|Substance (substance),Amantadine (substance)|Substance (substance)
10954,NCT02567032,Oxytocin (substance)|Sodium chloride solution (substance),Oxytocin (substance)|Sodium chloride solution (substance)
10955,NCT02567279,Denosumab (substance),Immunologic substance (substance)
10956,NCT02568020,Ketoacid (substance),Ketoacid (substance)
10957,NCT02568124,Tranexamic acid (substance),Hemostatic agent (substance)
10958,NCT02568644,Intentional ketoprofen poisoning (disorder)|Ginger (substance),Poisoning (disorder)|Ginger (substance)
10959,NCT02568709,Oxytocin (substance)|Sodium chloride solution (substance),Oxytocin (substance)|Sodium chloride solution (substance)
10960,NCT02568878,Creatine monohydrate (substance),Metabolite (substance)
10961,NCT02569307,Minocycline (substance)|N-3 fatty acid (substance),Minocycline (substance)|Essential fatty acid (substance)
10962,NCT02569775,Autologous bone marrow fluid (substance),Fluid containing hemopoietic stem cells (substance)
10963,NCT02569970,Polytetrafluoroethylene (substance),Polytetrafluoroethylene (substance)
10964,NCT02570282,Somatostatin acetate (substance),Somatostatin acetate (substance)
10965,NCT02570724,Blood blister (disorder)|Hydroxyethyl starch 130/0.4 (substance),Blood blister (disorder)|Nutrients (substance)
10966,NCT02570932,Autologous bone marrow fluid (substance),Fluid containing hemopoietic stem cells (substance)
10967,NCT02571101,Shellac (substance)|Human leukocyte antigen B75(15) (substance)|Human leukocyte antigen DR15 (substance),Shellac (substance)|Immunologic substance (substance)
10968,NCT02572674,Genetic material (substance),Genetic material (substance)
10969,NCT02573168,Psychotropic agent (substance)|Grimaces (disorder),Psychotropic agent (substance)|Grimaces (disorder)
10970,NCT02573701,Risperidone poisoning (disorder)|Anti-psychotic agent (substance),Poisoning (disorder)|Psychotropic agent (substance)
10971,NCT02573740,Trovafloxacin mesilate (substance),Trovafloxacin mesilate (substance)
10972,NCT02574286,Vitamin D and/or vitamin D derivative (substance)|Ergocalciferol (substance)|Velaglucerase alfa (substance),Nutrients (substance)|Cerebrosidase (substance)
10973,NCT02574572,Human mesenchymal stem cell (substance),Immunologic agent (substance)
10974,NCT02574585,Human mesenchymal stem cell (substance),Immunologic agent (substance)
10975,NCT02574741,Aripiprazole (substance),Psychotropic agent (substance)
10976,NCT02574923,Autologous bone marrow fluid (substance),Fluid containing hemopoietic stem cells (substance)
10977,NCT02575183,Chancroid (disorder),Chancroid (disorder)
10978,NCT02575235,Cetylpyridinium chloride (substance),Emollient (substance)
10979,NCT02575521,Propofol (substance)|Sevoflurane (substance),General anesthetic (substance)
10980,NCT02576639,Californium-250 (substance),Radioactive isotope (substance)
10981,NCT02576717,Ribonucleic acid polymerase III (substance),Deoxyribonucleic acid-directed ribonucleic acid polymerase (substance)
10982,NCT02577250,Ketamine (substance),Ketone (substance)
10983,NCT02577523,Methyldopate hydrochloride (substance)|Periodontal pack - eugenol-free (substance),Methyldopate hydrochloride (substance)|Periodontal pack (substance)
10984,NCT02577575,Oxytocin (substance)|Sodium chloride solution (substance),Oxytocin (substance)|Sodium chloride solution (substance)
10985,NCT02578719,Bupivacaine (substance)|Sodium chloride solution (substance),Local anesthetic (substance)|Sodium chloride solution (substance)
10986,NCT02579148,Human mesenchymal stem cell (substance)|Osteogenic protein and collagen bone graft (substance),Immunologic agent (substance)|Osteogenic protein and collagen bone graft (substance)
10987,NCT02579239,Terconazole (substance),Azole (substance)
10988,NCT02579252,Vinylacetyl-CoA delta-isomerase (substance),Vinylacetyl-CoA delta-isomerase (substance)
10989,NCT02579421,Progesterone (substance),Progesterone (substance)
10990,NCT02579473,Somatostatin (substance),Somatostatin (substance)
10991,NCT02579642,Ketamine (substance),Ketone (substance)
10992,NCT02579681,Dimethyl fumarate (substance),Immunologic agent (substance)
10993,NCT02579928,Ketamine (substance)|Midazolam (substance),Ketone (substance)|General anesthetic (substance)
10994,NCT02580019,Human mesenchymal stem cell (substance),Immunologic agent (substance)
10995,NCT02580201,Acute poliomyelitis (disorder),Acute poliomyelitis (disorder)
10996,NCT02580305,Luscan Lumish syndrome (disorder)|Memantine (substance)|Donepezil (substance),Luscan Lumish syndrome (disorder)|Memantine (substance)|Ketone (substance)
10997,NCT02580838,OnabotulinumtoxinA (substance),Bacterial agent (substance)
10998,NCT02580968,Flunarizine hydrochloride (substance),Flunarizine hydrochloride (substance)
10999,NCT02581111,Naloxone (substance)|Sodium chloride solution (substance),Antidote (substance)|Sodium chloride solution (substance)
11000,NCT02581826,Silodosin (substance),Silodosin (substance)
11001,NCT02581865,Aklomide (substance),Aklomide (substance)
11002,NCT02582255,Antigen of inactivated whole Human Poliovirus serotype 2 (substance),Immunologic substance (substance)
11003,NCT02582476,Bumetanide (substance),Diuretic (substance)
11004,NCT02582515,Cycloserine (substance),Antituberculosis agent (substance)
11005,NCT02582866,Lacosamide (substance),Amino acid derivative (substance)
11006,NCT02582905,Citicoline (substance)|Pregnenolone (substance),Psychotropic agent (substance)|Pregnenolone (substance)
11007,NCT02582996,Paracetamol (substance)|Dihydroergocornine mesilate (substance),Analgesic (substance)|Dihydroergocornine mesilate (substance)
11008,NCT02584413,Gadolinium (substance),Contrast media (substance)
11009,NCT02585765,Pioglitazone (substance),Pioglitazone (substance)
11010,NCT02585934,Antigen of Primate T-lymphotropic virus 1 recombinant glycoprotein 21 (substance),Immunologic substance (substance)
11011,NCT02586142,Botulinum toxin type A (substance),Bacterial agent (substance)
11012,NCT02586649,Tiotropium bromide (substance),Tiotropium bromide (substance)
11013,NCT02586909,Sulfur-35 (substance),Radioactive isotope (substance)
11014,NCT02586935,Sonidegib (substance),Antineoplastic agent (substance)
11015,NCT02587195,Teriflunomide (substance),Immunologic agent (substance)
11016,NCT02587715,Human mesenchymal stem cell (substance),Immunologic agent (substance)
11017,NCT02587806,Autologous bone marrow fluid (substance),Fluid containing hemopoietic stem cells (substance)
11018,NCT02587988,Hop (substance)|Lindane (substance),Fruit (substance)|Lindane (substance)
11019,NCT02588196,Dexamethasone acetate (substance),Corticosteroid and/or corticosteroid derivative (substance)
11020,NCT02588742,Melatonin (substance),Azole (substance)
11021,NCT02588807,Human leukocyte antigen A (substance),Immunologic substance (substance)
11022,NCT02589262,Autism spectrum disorder due to AUTS2 activator of transcription and developmental regulator deficiency (disorder),Autism spectrum disorder due to AUTS2 activator of transcription and developmental regulator deficiency (disorder)
11023,NCT02589340,Buspirone (substance),Psychotropic agent (substance)
11024,NCT02590367,Interchromatin granule (substance)|Etifoxine (substance),Interchromatin granule (substance)|Etifoxine (substance)
11025,NCT02590510,Methotrexate (substance),Immunologic agent (substance)
11026,NCT02590848,Walnut - nut (substance),Nut (substance)
11027,NCT02590874,Duloxetine (substance),Psychotropic agent (substance)
11028,NCT02591004,Nifedipine (substance)|Hydroxylamine sulfate (substance),Nifedipine (substance)|Hydroxylamine sulfate (substance)
11029,NCT02591173,Angiotensin I (substance)|Sodium chloride solution (substance),Angiotensin I (substance)|Sodium chloride solution (substance)
11030,NCT02591290,Antigen of Neisseria meningitidis serogroup C capsular polysaccharide conjugated to Corynebacterium diphtheriae toxoid protein (substance),Immunologic substance (substance)
11031,NCT02591901,Kashin-Beck disease (disorder),Kashin-Beck disease (disorder)
11032,NCT02592863,Pentoxifylline (substance),Methylated xanthine derivative (substance)
11033,NCT02593097,Metformin (substance),Biguanide oral hypoglycemic agent (substance)
11034,NCT02593396,Bupropion hydrochloride (substance),Ketone (substance)
11035,NCT02593643,Ketamine (substance)|Midazolam (substance),Ketone (substance)|General anesthetic (substance)
11036,NCT02593682,Suvorexant (substance),Azole (substance)
11037,NCT02593734,Risperidone (substance)|Olanzapine (substance)|Fluoxetine (substance)|Serotonin (substance),Psychotropic agent (substance)|Immunologic substance (substance)
11038,NCT02593773,Interferon gamma-1b (substance),Antineoplastic agent (substance)
11039,NCT02593942,Remifentanil (substance)|Propofol (substance),General anesthetic (substance)
11040,NCT02594124,Nusinersen (substance),Oligonucleotide (substance)
11041,NCT02594358,Caffeine (substance),Psychotropic agent (substance)
11042,NCT02594579,Colecalciferol (substance),Nutrients (substance)
11043,NCT02594735,Abatacept (substance),Immunosuppressant (substance)
11044,NCT02595749,Oxytocin (substance),Oxytocin (substance)
11045,NCT02595983,Relugolix (substance),Antineoplastic agent (substance)
11046,NCT02596022,Pontamine sky blue 6BX stain (substance)|Evans blue stain (substance),Pontamine sky blue 6BX stain (substance)|Evans blue stain (substance)
11047,NCT02596360,Lactose (substance)|Pulmolithiasis (disorder),Nutrients (substance)|Pulmolithiasis (disorder)
11048,NCT02597231,Melatonin (substance),Azole (substance)
11049,NCT02597257,Sodium chloride solution (substance)|Lidocaine hydrochloride (substance),Sodium chloride solution (substance)|Local anesthetic (substance)
11050,NCT02599207,Cord blood (substance),Blood (substance)
11051,NCT02599753,Fluorobenzothiazole (18-F) (substance),Radioactive isotope (substance)
11052,NCT02600130,Human mesenchymal stem cell (substance),Immunologic agent (substance)
11053,NCT02600494,Lumateperone (substance),Ketone (substance)
11054,NCT02600507,Lumateperone (substance),Ketone (substance)
11055,NCT02600715,Belladonna (substance)|OnabotulinumtoxinA (substance)|Morphine (substance),Belladonna (substance)|Bacterial agent (substance)|Analgesic (substance)
11056,NCT02601586,Oxycodone (substance)|Levodopa (substance),Analgesic (substance)|Catecholamine (substance)
11057,NCT02601677,Fluoxetine (substance),Psychotropic agent (substance)
11058,NCT02601885,Human immunodeficiency virus 2 protein 55 antibody (substance),Immunologic substance (substance)
11059,NCT02602288,Nicotine (substance)|Nicotine resin complex (substance),Parasympathomimetic agent (substance)
11060,NCT02602652,Antigen of inactivated whole Japanese encephalitis virus adsorbed (substance),Immunologic substance (substance)
11061,NCT02603198,Mepivacaine (substance)|Corbadrine (substance),Local anesthetic (substance)|Catecholamine (substance)
11062,NCT02603458,Norfloxacin (substance),Norfloxacin (substance)
11063,NCT02604459,Fentanyl (substance)|Sevoflurane (substance)|Propofol (substance),General anesthetic (substance)
