,nct_id,linkbert_snomed_term_canonical_interventions,linkbert_top_concept_canonical_first_interventions
6724,NCT01365104,Deferoxamine (substance)|Chelated iron (substance),Deferoxamine (substance)|Chelated iron (substance)
6725,NCT01365819,Varenicline (substance),Benzazepine (substance)
6726,NCT01366001,Phosphorus-33 (substance)|Amphotericin B lipid complex (substance)|Cocaine (substance)|Buprenorphine (substance),Radioactive isotope (substance)|Amphotericin (substance)|Local anesthetic (substance)|Analgesic (substance)
6727,NCT01366651,Doripenem (substance),Lactam (substance)
6728,NCT01366820,Oxiconazole nitrate (substance),Oxiconazole nitrate (substance)
6729,NCT01366859,Whey protein (substance)|Incomplete adjuvant (substance),Whey (substance)|Mediator of immune response (substance)
6730,NCT01367080,Amitriptyline hydrochloride (substance)|Etesevimab (substance),Antidepressant (substance)|Antibody (substance)
6731,NCT01367119,Ketamine (substance)|Methohexital (substance),Hallucinogenic agent (substance)|Methohexital (substance)
6732,NCT01367158,Latah (disorder)|Meningococcal infectious disease (disorder)|Maneb (substance),Latah (disorder)|Meningococcal infectious disease (disorder)|Biocide (substance)
6733,NCT01367964,Adrenocorticotropic hormone (substance)|Minimal depression (disorder),Adrenocorticotropic hormone (substance)|Depressive disorder (disorder)
6734,NCT01368016,Nicotine (substance),Nicotine (substance)
6735,NCT01369095,Duloxetine (substance)|Escitalopram (substance)|Quinagolide (substance),Antidepressant (substance)|Ergoline derivative (substance)
6736,NCT01369121,Corticotropin releasing factor (substance)|Somatorelin acetate (substance)|Xerophthalmia (disorder),Corticotropin releasing factor (substance)|Somatorelin acetate (substance)|Xerophthalmia (disorder)
6737,NCT01369225,B*4003 (substance)|Prasugrel besilate (substance),B*4003 (substance)|Prasugrel besilate (substance)
6738,NCT01369511,Latamoxef disodium (substance),Lactam (substance)
6739,NCT01369576,Eszopiclone (substance)|Hypnotic agent (substance)|Zopiclone (substance),Sedative (substance)|Hypnotic agent (substance)
6740,NCT01370044,Carbide (substance)|Carbon dioxide (substance),Carbide (substance)|Gaseous substance (substance)
6741,NCT01370200,Citrate (substance)|Sodium citrate anhydrous (substance),Citrate (substance)|Sodium citrate anhydrous (substance)
6742,NCT01370304,Venlafaxine (substance),Antidepressant (substance)
6743,NCT01370486,Melatonin (substance),Melatonin (substance)
6744,NCT01370512,Droxidopa (substance)|Pyridostigmine (substance),Droxidopa (substance)|Pyridostigmine (substance)
6745,NCT01371110,Cycloserine (substance)|Blood group antigen D (substance)|Ketamine (substance)|Memantine (substance)|Substance with N-methyl-D-aspartate receptor antagonist mechanism of action (substance)|Substance with recombinant interleukin 1 receptor antagonist mechanism of action (substance),Cycloserine (substance)|Blood group antigen D (substance)|Hallucinogenic agent (substance)|Memantine (substance)|Substance with N-methyl-D-aspartate receptor antagonist mechanism of action (substance)|Recombinant protein (substance)
6746,NCT01371383,N-3 fatty acid (substance),Fatty acid (substance)
6747,NCT01371565,Cork (substance)|Mifepristone (substance),Cork (substance)|Mifepristone (substance)
6748,NCT01371682,Domperidone (substance)|Ropinirole (substance),Benzimidazole (substance)|Ropinirole (substance)
6749,NCT01371799,Tedizolid phosphate (substance),Tedizolid phosphate (substance)
6750,NCT01372449,Memantine (substance),Memantine (substance)
6751,NCT01372605,Antidepressant (substance),Antidepressant (substance)
6752,NCT01373697,Ibuprofen (substance)|Profenamine (substance),Analgesic (substance)|Profenamine (substance)
6753,NCT01373710,Trastuzumab (substance),Antibody (substance)
6754,NCT01373983,Ziconotide acetate (substance)|Ziconotide (substance),Fish (substance)
6755,NCT01374438,Troglitazone (substance),Troglitazone (substance)
6756,NCT01374633,Sevoflurane (substance),Sevoflurane (substance)
6757,NCT01374906,Pasireotide (substance),Gastrointestinal hormone (substance)
6758,NCT01375374,Carbamazepine (substance)|Lacosamide (substance)|Levetiracetam (substance),Carbamazepine (substance)|Lacosamide (substance)|Levetiracetam (substance)
6759,NCT01375920,Antidepressant (substance)|Substance with glucocorticoid receptor antagonist mechanism of action (substance)|Metyrapone (substance),Antidepressant (substance)|Substance with glucocorticoid receptor antagonist mechanism of action (substance)|Ketone (substance)
6760,NCT01376076,Cariprazine (substance),Cariprazine (substance)
6761,NCT01376908,Sapropterin (substance)|Sapropterin dihydrochloride (substance)|Tetrahydrobiopterin (substance),Sapropterin (substance)|Sapropterin dihydrochloride (substance)|Tetrahydrobiopterin (substance)
6762,NCT01377233,Ziram (substance),Zinc compound (substance)
6763,NCT01377662,Antiemetic adverse reaction (disorder)|Methylphenidate (substance)|Ropeginterferon alfa-2b (substance)|Ondansetron (substance),Antiemetic adverse reaction (disorder)|Methylphenidate (substance)|Mediator of immune response (substance)|Tricyclic compound (substance)
6764,NCT01377883,Thymostimulin (substance)|Clostridium botulinum toxin (substance),Thymostimulin (substance)|Bacterial agent (substance)
6765,NCT01378650,Cilostazol (substance),Tetrazole (substance)
6766,NCT01378676,Krypton-77 (substance),Radioactive isotope (substance)
6767,NCT01378741,Substance with alpha-2 adrenergic receptor agonist mechanism of action (substance)|Dexmedetomidine (substance)|Midazolam (substance)|Substance with opioid receptor agonist mechanism of action (substance),Substance with alpha-2 adrenergic receptor agonist mechanism of action (substance)|Sedative (substance)|Hypnotic agent (substance)|Substance with opioid receptor agonist mechanism of action (substance)
6768,NCT01380288,Rivastigmine (substance),Phenylcarbamate (substance)
6769,NCT01380743,Alglucosidase alfa (substance)|Piperacillin sodium (substance)|Duvoglustat (substance)|Recombinant alpha glucosidase (substance)|Agalsidase alfa (substance),Alglucosidase alfa (substance)|Lactam (substance)|Piperidine (substance)|Recombinant alpha glucosidase (substance)|Recombinant protein (substance)
6770,NCT01381419,Oxiconazole nitrate (substance),Oxiconazole nitrate (substance)
6771,NCT01382342,Substance with dopamine receptor agonist mechanism of action (substance)|Levodopa (substance)|Substance with monoamine oxidase B inhibitor mechanism of action (substance)|Rasagiline (substance),Substance with dopamine receptor agonist mechanism of action (substance)|Catecholamine (substance)|Substance with monoamine oxidase B inhibitor mechanism of action (substance)|Rasagiline (substance)
6772,NCT01382719,Bremelanotide (substance),Bremelanotide (substance)
6773,NCT01383967,Latamoxef disodium (substance),Lactam (substance)
6774,NCT01384162,Growth factor (substance)|Tin (substance)|Vascular endothelial growth factor (substance),Growth substance (substance)|Mineral (substance)
6775,NCT01385033,Carbidopa (substance),Catecholamine (substance)
6776,NCT01385592,Afatinib (substance),Afatinib (substance)
6777,NCT01385735,Levodopa (substance)|Rasagiline (substance),Catecholamine (substance)|Rasagiline (substance)
6778,NCT01386177,Methylenedioxymethamphetamine (substance)|Substance with alpha-1 adrenergic receptor antagonist mechanism of action (substance)|Doxazosin (substance),Amfetamine and/or amfetamine derivative (substance)|Substance with alpha-1 adrenergic receptor antagonist mechanism of action (substance)|Doxazosin (substance)
6779,NCT01386255,Baclofen (substance),Baclofen (substance)
6780,NCT01386333,Oxytocin (substance),Oxytocin (substance)
6781,NCT01386827,"Myoclonic epilepsy in infancy (disorder)|Ixekizumab (substance)|Creatine kinase isoenzyme, MB fraction (substance)|Antigen of inactivated whole Japanese encephalitis virus adsorbed (substance)|Brexucabtagene autoleucel (substance)","Epilepsy (disorder)|Antibody (substance)|Creatine kinase isoenzyme, MB fraction (substance)|Antigen of Japanese encephalitis virus (substance)|Genetically modified T-cell (substance)"
6782,NCT01387217,Lapatinib ditosylate (substance),Lapatinib ditosylate (substance)
6783,NCT01387542,Paliperidone (substance),Paliperidone (substance)
6784,NCT01387607,Pregabalin (substance),Nutrients (substance)
6785,NCT01388478,Pramipexole (substance),Pramipexole (substance)
6786,NCT01388764,Arginine (substance),Nutrients (substance)
6787,NCT01388842,Inosine (substance)|Nitric oxide (substance),Inosine (substance)|Gaseous substance (substance)
6788,NCT01389024,Hydroxycarbamide (substance),Hydroxycarbamide (substance)
6789,NCT01389193,Ibutilide (substance),Ibutilide (substance)
6790,NCT01389687,Antigen of inactivated whole Human poliovirus (substance)|Autosomal dominant spastic paraplegia type 19 (disorder),Antigen of Human poliovirus (substance)|Autosomal dominant spastic paraplegia type 19 (disorder)
6791,NCT01389908,Olanzapine embonate (substance),Olanzapine embonate (substance)
6792,NCT01390220,Midazolam (substance)|Usher syndrome type 1F (disorder),Hypnotic agent (substance)|Retinitis pigmentosa (disorder)
6793,NCT01390246,Bupropion (substance),Antidepressant (substance)
6794,NCT01390324,Naproxen (substance)|Naratriptan (substance),Analgesic (substance)|Sulfone (substance)
6795,NCT01390376,D-amino-acid oxidase (substance)|Acetylindoxyl oxidase (substance)|Incomplete antibody (substance),D-amino-acid oxidase (substance)|Acetylindoxyl oxidase (substance)|Antibody (substance)
6796,NCT01390389,Ubidecarenone (substance),Ketone (substance)
6797,NCT01390662,Colecalciferol (substance)|Ergocalciferol (substance)|Vitamin D and/or vitamin D derivative (substance),Nutrients (substance)
6798,NCT01391390,Anti-psychotic agent (substance)|Melatonin (substance),Anti-psychotic agent (substance)|Melatonin (substance)
6799,NCT01391403,Artemisinin (substance)|Risperidone (substance),Terpene (substance)|Risperidone (substance)
6800,NCT01391598,Lidocaine (substance),Local anesthetic (substance)
6801,NCT01392768,Levetiracetam (substance),Levetiracetam (substance)
6802,NCT01392872,Immunosuppressant (substance),Immunosuppressant (substance)
6803,NCT01392963,Clostridium botulinum toxin (substance)|Botulinum toxin type A (substance)|OnabotulinumtoxinA (substance),Bacterial agent (substance)
6804,NCT01393600,Aklomide (substance),Aklomide (substance)
6805,NCT01394471,Oxytocin (substance),Oxytocin (substance)
6806,NCT01394796,Calcium hydroxide cement - setting (substance)|Gallic acid ester (substance),Calcium hydroxide cement - setting (substance)|Gallic acid ester (substance)
6807,NCT01394926,Ioflupane (substance),Ioflupane (substance)
6808,NCT01395316,Alemtuzumab (substance),Antibody (substance)
6809,NCT01395394,Tetrahydrobiopterin (substance)|Sapropterin (substance)|Sapropterin dihydrochloride (substance),Tetrahydrobiopterin (substance)|Sapropterin (substance)|Sapropterin dihydrochloride (substance)
6810,NCT01395563,Cyclophosphamide (substance)|Methotrexate (substance)|Prednisone (substance),Immunologic agent (substance)|Corticosteroid and/or corticosteroid derivative (substance)
6811,NCT01395797,Substance with peroxisome proliferator-activated gamma receptor agonist mechanism of action (substance)|Pioglitazone (substance),Substance with peroxisome proliferator-activated gamma receptor agonist mechanism of action (substance)|Pioglitazone (substance)
6812,NCT01396239,Avid antibody (substance)|Eteplirsen (substance),Antibody (substance)|Oligonucleotide (substance)
6813,NCT01396252,Quinagolide (substance),Ergoline derivative (substance)
6814,NCT01396447,Cariprazine (substance),Cariprazine (substance)
6815,NCT01396512,Antigen of inactivated whole Japanese encephalitis virus adsorbed (substance)|Antigen of inactivated whole Japanese encephalitis virus Nakayama-NIH strain (substance)|Latah (disorder)|Pyrimethamine (substance)|Antigen of inactivated whole Japanese encephalitis virus SA14-14-2 strain (substance)|Adverse reaction to component of vaccine product (disorder),Antigen of Japanese encephalitis virus (substance)|Latah (disorder)|Pyrimethamine (substance)|Adverse reaction to component of vaccine product (disorder)
6816,NCT01397006,Pregabalin (substance),Nutrients (substance)
6817,NCT01397422,Recombinant non-replicating human adenovirus 5 vector encoding severe acute respiratory syndrome coronavirus 2 spike protein (substance)|Amantadine (substance),Recombinant non-replicating viral vector encoding severe acute respiratory syndrome coronavirus 2 spike protein (substance)|Amantadine (substance)
6818,NCT01397539,Bismuth-203 (substance),Radioactive isotope (substance)
6819,NCT01397578,Antibody to pancreatic islet cell 512 (substance),Antibody (substance)
6820,NCT01397786,Pl-12 antibody (substance),Antibody (substance)
6821,NCT01397968,Ciprofloxacin hydrochloride (substance),Ciprofloxacin hydrochloride (substance)
6822,NCT01398956,Elagolix sodium (substance)|Levetiracetam (substance),Elagolix sodium (substance)|Levetiracetam (substance)
6823,NCT01399125,Rivastigmine (substance)|Rivastigmine tartrate (substance),Phenylcarbamate (substance)
6824,NCT01399450,Paliperidone (substance),Paliperidone (substance)
6825,NCT01399606,Interleukin-6 (substance)|Pitolisant (substance),Mediator of immune response (substance)|Pitolisant (substance)
6826,NCT01399905,Carbidopa (substance)|Levodopa (substance),Catecholamine (substance)
6827,NCT01400243,Nicotine (substance),Nicotine (substance)
6828,NCT01400256,Substance with angiotensin II receptor antagonist mechanism of action (substance)|Angiotensin receptor (substance)|Valsartan (substance),Substance with angiotensin II receptor antagonist mechanism of action (substance)|Receptor (substance)|Tetrazole (substance)
6829,NCT01400464,Glucocorticoid (substance)|Prednisolone (substance)|Prednisone (substance)|Steroid (substance),Corticosteroid and/or corticosteroid derivative (substance)|Steroid (substance)
6830,NCT01400477,"N-methyl-1-(1,3-benzodioxol-5-yl)-2-butanamine (substance)|Triglucosylalkylacylglycerol sulfotransferase (substance)|Nicotinic acid (substance)",Amfetamine and/or amfetamine derivative (substance)|Triglucosylalkylacylglycerol sulfotransferase (substance)|Nutrients (substance)
