,nct_id,aact_snomed_term_canonical_conditions,aact_top_concept_canonical_first_conditions
11428,NCT02612441,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
11429,NCT02612857,Dermatomyositis (disorder),Myositis (disorder)
11430,NCT02612948,Stress reaction with psychomotor agitation (disorder),Adjustment disorder (disorder)
11431,NCT02614131,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
11432,NCT02614183,Migraine (disorder),Headache disorder (disorder)
11433,NCT02614196,Migraine (disorder),Headache disorder (disorder)
11434,NCT02614287,Migraine (disorder),Headache disorder (disorder)
11435,NCT02614586,Schizophrenia (disorder),Schizophrenia (disorder)
11436,NCT02615002,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
11437,NCT02615119,Anorexia nervosa (disorder)|Panic disorder (disorder)|Traumatic or nontraumatic brain injury (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)|Anxiety disorder (disorder)|Traumatic or nontraumatic brain injury (disorder)
11438,NCT02615340,Delirium (disorder),Confusional state (disorder)
11439,NCT02615873,Parkinson's disease (disorder),Parkinsonism (disorder)
11440,NCT02616120,Parkinson's disease (disorder),Parkinsonism (disorder)
11441,NCT02616172,Sensorineural hearing loss (disorder),Hearing disorder (disorder)
11442,NCT02616484,Pyruvate dehydrogenase complex deficiency (disorder),Pyruvate dehydrogenase complex deficiency (disorder)
11443,NCT02616523,Cranial neuralgia (disorder),Cranial neuralgia (disorder)
11444,NCT02617511,Sarcopenia (disorder),Sarcopenia (disorder)
11445,NCT02618382,Subdural intracranial hematoma (disorder),Intracranial hemorrhage (disorder)
11446,NCT02618603,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
11447,NCT02618902,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
11448,NCT02618941,Parkinson's disease (disorder),Parkinsonism (disorder)
11449,NCT02620150,Depressive disorder (disorder),Depressive disorder (disorder)
11450,NCT02620995,Erectile dysfunction (disorder),Sexual disorder (disorder)
11451,NCT02621320,Spinal cord injury (disorder),Spinal cord disorder (disorder)
11452,NCT02621606,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
11453,NCT02621931,Migraine (disorder),Headache disorder (disorder)
11454,NCT02623205,Depressive disorder (disorder),Depressive disorder (disorder)
11455,NCT02623231,Depressive disorder (disorder),Depressive disorder (disorder)
11456,NCT02623504,Bipolar disorder (disorder),Bipolar disorder (disorder)
11457,NCT02623699,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
11458,NCT02624388,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
11459,NCT02624401,Minimally conscious state (disorder),Minimally conscious state (disorder)
11460,NCT02624453,Cryptococcal meningitis (disorder),Infectious disease of central nervous system (disorder)
11461,NCT02624596,Obsessive-compulsive disorder (disorder),Obsessive-compulsive disorder (disorder)
11462,NCT02624661,Headache disorder (disorder)|Trigeminal neuralgia (disorder),Headache disorder (disorder)|Trigeminal nerve disorder (disorder)
11463,NCT02624778,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
11464,NCT02625103,Schizophrenia (disorder),Schizophrenia (disorder)
11465,NCT02625779,Bipolar disorder (disorder),Bipolar disorder (disorder)
11466,NCT02625948,Cerebral hemorrhage (disorder)|Cerebrovascular accident (disorder),Intracranial hemorrhage (disorder)|Cerebrovascular accident (disorder)
11467,NCT02626494,Disorder caused by cocaine (disorder),Disorder caused by cocaine (disorder)
11468,NCT02626572,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
11469,NCT02627404,Bipolar disorder (disorder),Bipolar disorder (disorder)
11470,NCT02627508,Pervasive developmental disorder (disorder),Pervasive developmental disorder (disorder)
11471,NCT02628743,Spinal muscular atrophy (disorder),Motor neuron disease (disorder)
11472,NCT02628847,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
11473,NCT02628964,Tobacco dependence syndrome (disorder),Psychoactive substance abuse (disorder)
11474,NCT02629549,Neoplasm of pituitary gland (disorder),Disorder of pituitary gland (disorder)
11475,NCT02629861,Migraine (disorder),Headache disorder (disorder)
11476,NCT02629991,Prader-Willi syndrome (disorder),Disorder of pituitary gland (disorder)
11477,NCT02630069,Substance-related disorders,Substance-related disorders
11478,NCT02630121,Sleep apnea (disorder),Sleep apnea (disorder)
11479,NCT02630459,Migraine (disorder),Headache disorder (disorder)
11480,NCT02630719,Migraine (disorder),Headache disorder (disorder)
11481,NCT02630862,Carotid artery stenosis (disorder)|Cerebrovascular accident (disorder),Disorder of carotid artery (disorder)|Cerebrovascular accident (disorder)
11482,NCT02630888,Bipolar disorder (disorder),Bipolar disorder (disorder)
11483,NCT02631694,Panic disorder (disorder),Anxiety disorder (disorder)
11484,NCT02632279,Parkinson's disease (disorder),Parkinsonism (disorder)
11485,NCT02633241,Cerebral palsy (disorder)|Epilepsy (disorder),Cerebral palsy (disorder)|Seizure disorder (disorder)
11486,NCT02633371,Hyperhidrosis (disorder),Hyperhidrosis (disorder)
11487,NCT02633618,Neurological pain disorder (disorder)|Cranial neuralgia (disorder),Neurological pain disorder (disorder)|Cranial neuralgia (disorder)
11488,NCT02633709,Spinal muscular atrophy (disorder),Motor neuron disease (disorder)
11489,NCT02633787,Meningococcal meningitis (disorder)|Meningitis (disorder),Infectious disease of central nervous system (disorder)|Meningitis (disorder)
11490,NCT02634307,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
11491,NCT02634320,Schizophrenia (disorder),Schizophrenia (disorder)
11492,NCT02634346,Schizophrenia (disorder),Schizophrenia (disorder)
11493,NCT02634684,Schizophrenia (disorder),Schizophrenia (disorder)
11494,NCT02634931,Tuberous sclerosis syndrome (disorder),Hereditary disorder of nervous system (disorder)
11495,NCT02635789,Tuberous sclerosis syndrome (disorder),Hereditary disorder of nervous system (disorder)
11496,NCT02635893,Spinal cord injury (disorder),Spinal cord disorder (disorder)
11497,NCT02635919,Tobacco dependence syndrome (disorder)|Nicotine dependence (disorder),Psychoactive substance abuse (disorder)|Nicotine dependence (disorder)
11498,NCT02636218,Subarachnoid intracranial hemorrhage (disorder),Intracranial hemorrhage (disorder)
11499,NCT02636647,Hepatic encephalopathy (disorder),Metabolic encephalopathy (disorder)
11500,NCT02636829,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
11501,NCT02636842,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
11502,NCT02637648,Cluster headache syndrome (disorder),Headache disorder (disorder)
11503,NCT02637700,Small fiber neuropathy (disorder),Small fiber neuropathy (disorder)
11504,NCT02637856,Relapsing remitting multiple sclerosis (disorder),Multiple sclerosis (disorder)
11505,NCT02637895,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
11506,NCT02638038,Relapsing remitting multiple sclerosis (disorder),Multiple sclerosis (disorder)
11507,NCT02638103,Migraine (disorder),Headache disorder (disorder)
11508,NCT02638519,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
11509,NCT02638701,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
11510,NCT02638714,Disorder of optic nerve (disorder),Disorder of optic nerve (disorder)
11511,NCT02639221,Parkinson's disease (disorder),Parkinsonism (disorder)
11512,NCT02639533,Fibromyalgia (disorder),Fibromyalgia (disorder)
11513,NCT02639702,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
11514,NCT02639819,Cerebral hemorrhage (disorder),Intracranial hemorrhage (disorder)
11515,NCT02640092,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
11516,NCT02640300,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
11517,NCT02640404,Meningococcal meningitis (disorder)|Meningitis (disorder),Infectious disease of central nervous system (disorder)|Meningitis (disorder)
11518,NCT02640729,Hallucinogen hallucinosis (disorder)|Diffuse Lewy body disease (disorder),Hallucinogen hallucinosis (disorder)|Diffuse Lewy body disease (disorder)
11519,NCT02640794,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
11520,NCT02641041,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
11521,NCT02641054,Parkinson's disease (disorder),Parkinsonism (disorder)
11522,NCT02642289,Fibromyalgia (disorder),Fibromyalgia (disorder)
11523,NCT02642315,Restless legs (disorder),Restless legs (disorder)
11524,NCT02642393,Parkinson's disease (disorder),Parkinsonism (disorder)
11525,NCT02642653,Fragile X syndrome (disorder),Intellectual disability (disorder)
11526,NCT02643251,Neuropathy due to diabetes mellitus (disorder),Neuropathy due to diabetes mellitus (disorder)
11527,NCT02643355,Substance withdrawal syndrome (disorder),Substance withdrawal syndrome (disorder)
11528,NCT02643368,Acute poliomyelitis (disorder),Infectious disease of central nervous system (disorder)
11529,NCT02643433,Japanese encephalitis virus disease (disorder),Infectious disease of central nervous system (disorder)
11530,NCT02643615,Ischemic optic neuropathy (disorder),Disorder of optic nerve (disorder)
11531,NCT02643719,Migraine (disorder),Headache disorder (disorder)
11532,NCT02643914,Tobacco dependence syndrome (disorder),Psychoactive substance abuse (disorder)
11533,NCT02643979,Sleep apnea (disorder),Sleep apnea (disorder)
11534,NCT02644161,Depressive disorder (disorder)|Cerebrovascular accident (disorder),Depressive disorder (disorder)|Cerebrovascular accident (disorder)
11535,NCT02644239,Epilepsy (disorder),Seizure disorder (disorder)
11536,NCT02644421,Sciatica (disorder)|Nerve root disorder (disorder),Sciatica (disorder)|Nerve root disorder (disorder)
11537,NCT02644473,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
11538,NCT02644577,Bipolar disorder (disorder),Bipolar disorder (disorder)
11539,NCT02644668,Spinal muscular atrophy (disorder),Motor neuron disease (disorder)
11540,NCT02644980,Delirium (disorder),Confusional state (disorder)
11541,NCT02645279,Epilepsy (disorder),Seizure disorder (disorder)
11542,NCT02645370,Migraine (disorder),Headache disorder (disorder)
11543,NCT02645461,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
11544,NCT02645552,Traumatic brain injury (disorder),Traumatic brain injury (disorder)
11545,NCT02645942,Obstructive sleep apnea syndrome (disorder),Sleep apnea (disorder)
11546,NCT02647437,Schizophrenia (disorder),Schizophrenia (disorder)
11547,NCT02648022,Substance-related disorders|Depressive disorder (disorder)|Posttraumatic stress disorder (disorder),Substance-related disorders|Depressive disorder (disorder)|Anxiety disorder (disorder)
11548,NCT02648386,Erectile dysfunction (disorder),Sexual disorder (disorder)
11549,NCT02648672,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
11550,NCT02648906,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
11551,NCT02648997,Intracranial meningioma (disorder),Neoplasm of nervous system (disorder)
11552,NCT02649608,Parkinson's disease (disorder),Parkinsonism (disorder)
11553,NCT02649985,Alzheimer's disease (disorder)|Multiple sclerosis (disorder),Alzheimer's disease (disorder)|Multiple sclerosis (disorder)
11554,NCT02650102,Schizophrenia (disorder),Schizophrenia (disorder)
11555,NCT02650544,Depressive disorder (disorder),Depressive disorder (disorder)
11556,NCT02650609,Chronic intracranial subdural hematoma (disorder),Intracranial hemorrhage (disorder)
11557,NCT02651519,Not getting enough sleep (disorder),Disorders of initiating and maintaining sleep (disorder)
11558,NCT02652390,Carpal tunnel syndrome (disorder),Median neuropathy (disorder)
11559,NCT02652598,Traumatic brain injury (disorder)|Traumatic or nontraumatic brain injury (disorder)|Neurocognitive disorder (disorder),Traumatic brain injury (disorder)|Traumatic or nontraumatic brain injury (disorder)|Cognitive disorder (disorder)
11560,NCT02653703,Central pain syndrome (disorder),Central pain syndrome (disorder)
11561,NCT02653729,Psychotic disorder (disorder),Psychotic disorder (disorder)
11562,NCT02653833,Muscular dystrophy (disorder),Muscular dystrophy (disorder)
11563,NCT02654314,Delirium (disorder),Confusional state (disorder)
11564,NCT02654405,Schizophrenia (disorder),Schizophrenia (disorder)
11565,NCT02654509,Neuroinvasive Eastern equine encephalitis virus infection (disorder)|Eastern equine encephalitis virus infection (disorder),Infectious disease of central nervous system (disorder)|Eastern equine encephalitis virus infection (disorder)
11566,NCT02655198,Lennox-Gastaut syndrome (disorder)|Epilepsy (disorder),Seizure disorder (disorder)
11567,NCT02655276,General adaptation syndrome (disorder),General adaptation syndrome (disorder)
11568,NCT02655315,Parkinson's disease (disorder),Parkinsonism (disorder)
11569,NCT02655354,Disorder caused by alcohol (disorder)|Depressive disorder (disorder)|Posttraumatic stress disorder (disorder)|Traumatic or nontraumatic brain injury (disorder)|Substance-related disorders,Disorder caused by alcohol (disorder)|Depressive disorder (disorder)|Anxiety disorder (disorder)|Traumatic or nontraumatic brain injury (disorder)|Substance-related disorders
11570,NCT02655471,Myelopathy caused by Human T-lymphotropic virus 1 (disorder),Infectious disease of central nervous system (disorder)
11571,NCT02655536,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
11572,NCT02655614,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
11573,NCT02655692,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
11574,NCT02656160,Obstructive sleep apnea syndrome (disorder),Sleep apnea (disorder)
11575,NCT02656342,Obsessive-compulsive disorder (disorder),Obsessive-compulsive disorder (disorder)
11576,NCT02656498,Alzheimer's disease (disorder)|Degenerative brain disorder (disorder),Alzheimer's disease (disorder)|Degenerative brain disorder (disorder)
11577,NCT02658188,Restless legs (disorder),Restless legs (disorder)
11578,NCT02658357,Schizophrenia (disorder),Schizophrenia (disorder)
11579,NCT02658916,Progressive supranuclear palsy (disorder),Chronic brain syndrome (disorder)
11580,NCT02659228,Cognitive disorder (disorder),Cognitive disorder (disorder)
11581,NCT02659475,Binge eating disorder (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
11582,NCT02659488,Binge eating disorder (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
