,nct_id,start_date,start_year,allocation,masking,were_results_reported,lead_or_collaborator,sponsor_name,agency_class,phase,agency_class_refined
5030862,NCT01609283,2012-05-31,2012.0,,None (Open Label),False,lead,Mayo Clinic,OTHER,Phase 1,OTHER
5030865,NCT01609335,2012-07-31,2012.0,,None (Open Label),False,lead,Mayo Clinic,OTHER,Phase 1,OTHER
5030868,NCT01609348,2012-04-30,2012.0,Randomized,Triple,True,lead,Johns Hopkins University,OTHER,Not Applicable,UNIVERSITY
5030878,NCT01610011,2010-07-31,2010.0,,None (Open Label),True,lead,Mclean Hospital,OTHER,Not Applicable,HOSPITAL
5030895,NCT01610310,2012-06-30,2012.0,Randomized,None (Open Label),False,lead,Biogen,INDUSTRY,Phase 1,INDUSTRY
5030899,NCT01610440,2011-10-31,2011.0,,None (Open Label),False,lead,"Shenzhen Beike Bio-Technology Co., Ltd.",INDUSTRY,Phase 1/Phase 2,INDUSTRY
5030905,NCT01610687,2001-07-31,2001.0,,None (Open Label),True,lead,Jazz Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
5030909,NCT01610700,2001-05-31,2001.0,Randomized,Quadruple,True,lead,Jazz Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
5030912,NCT01610713,2001-05-31,2001.0,,None (Open Label),True,lead,Jazz Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
5030915,NCT01610739,2012-07-31,2012.0,,None (Open Label),False,lead,Henry Ford Health System,OTHER,Not Applicable,HOSPITAL
5030918,NCT01611155,2012-02-17,2012.0,Randomized,Double,True,lead,Mayo Clinic,OTHER,Not Applicable,OTHER
5030921,NCT01611194,2012-09-11,2012.0,Randomized,Double,True,lead,U.S. Army Medical Research and Development Command,FED,Phase 2,FED
5030992,NCT01611948,2011-05-31,2011.0,Randomized,Triple,True,lead,The Scripps Research Institute,OTHER,Phase 2,OTHER
5031011,NCT01612078,2012-06-30,2012.0,Randomized,Quadruple,False,lead,TSH Biopharm Corporation Limited,INDUSTRY,Phase 3,INDUSTRY
5031812,NCT01613248,2012-07-01,2012.0,Randomized,Double,True,lead,Allergan,INDUSTRY,Phase 2,INDUSTRY
5031821,NCT01613417,2012-08-31,2012.0,Randomized,Triple,True,lead,"Bracco Diagnostics, Inc",INDUSTRY,Phase 4,INDUSTRY
5031841,NCT01614093,2012-06-30,2012.0,Randomized,Quadruple,True,lead,"University of Maryland, Baltimore",OTHER,Phase 4,UNIVERSITY
5031904,NCT01614249,2012-06-30,2012.0,Randomized,Quadruple,True,lead,University of Nairobi,OTHER,Not Applicable,UNIVERSITY
5031914,NCT01614574,2012-03-02,2012.0,,None (Open Label),True,lead,Shire,INDUSTRY,Phase 3,INDUSTRY
5031923,NCT01614886,2012-07-31,2012.0,Randomized,Quadruple,True,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
5032223,NCT01614899,2012-07-02,2012.0,Randomized,Quadruple,True,lead,"Sumitomo Pharma Co., Ltd.",INDUSTRY,Phase 3,INDUSTRY
5032271,NCT01614912,2012-08-31,2012.0,,None (Open Label),True,lead,"Sumitomo Pharma Co., Ltd.",INDUSTRY,Phase 3,INDUSTRY
5032325,NCT01615185,2008-01-31,2008.0,Randomized,Double,False,lead,Kaohsiung Kai-Suan Psychiatric Hospital,OTHER_GOV,Phase 4,HOSPITAL
5032331,NCT01615367,2012-05-21,2012.0,Randomized,Single,True,lead,Massachusetts General Hospital,OTHER,Phase 1/Phase 2,HOSPITAL
5032349,NCT01615510,2012-10-31,2012.0,Randomized,Triple,False,lead,University Hospital Schleswig-Holstein,OTHER,Phase 1,UNIVERSITY
5032365,NCT01615887,2009-11-30,2009.0,Randomized,Double,True,lead,State University of New York at Buffalo,OTHER,Phase 2,UNIVERSITY
5032368,NCT01616108,2012-04-30,2012.0,,None (Open Label),False,lead,Smith-Kettlewell Eye Research Institute,OTHER,Phase 2/Phase 3,OTHER
5032415,NCT01616485,2004-03-31,2004.0,Randomized,Double,False,lead,VIVUS LLC,INDUSTRY,Phase 1,INDUSTRY
5032417,NCT01617044,2012-05-31,2012.0,Randomized,Quadruple,False,lead,Children's Hospitals and Clinics of Minnesota,OTHER,Phase 2,HOSPITAL
5032421,NCT01617135,2012-05-31,2012.0,Randomized,Quadruple,False,lead,Acorda Therapeutics,INDUSTRY,Phase 2,INDUSTRY
5032547,NCT01617187,2012-12-04,2012.0,Randomized,Double,True,lead,Organon and Co,INDUSTRY,Phase 3,INDUSTRY
5032565,NCT01617200,2012-12-31,2012.0,Non-Randomized,Double,False,lead,Forest Laboratories,INDUSTRY,Phase 3,INDUSTRY
5032576,NCT01617577,2009-06-30,2009.0,Randomized,Quadruple,True,lead,University of South Florida,OTHER,Phase 1/Phase 2,UNIVERSITY
5032579,NCT01617733,2011-03-31,2011.0,,None (Open Label),False,lead,Sheffield Teaching Hospitals NHS Foundation Trust,OTHER,Phase 2,HOSPITAL
5032642,NCT01618513,2012-06-30,2012.0,Randomized,None (Open Label),False,lead,University of Aarhus,OTHER,Phase 4,UNIVERSITY
5032672,NCT01618656,2012-09-12,2012.0,Randomized,Quadruple,True,lead,Yale University,OTHER,Phase 2,UNIVERSITY
5032763,NCT01619462,2011-11-30,2011.0,Randomized,None (Open Label),False,lead,Papua New Guinea Institute of Medical Research,OTHER_GOV,Phase 3,OTHER_GOV
5032775,NCT01619566,2012-06-30,2012.0,Non-Randomized,None (Open Label),False,lead,"University of California, San Diego",OTHER,Phase 4,UNIVERSITY
5032795,NCT01619644,2012-04-30,2012.0,Randomized,Quadruple,False,lead,"University Hospital, Bordeaux",OTHER,Phase 2,UNIVERSITY
5032812,NCT01620060,2012-06-30,2012.0,,None (Open Label),True,lead,"Sumitomo Pharma America, Inc.",INDUSTRY,Phase 1,INDUSTRY
5032855,NCT01620138,2010-03-31,2010.0,Randomized,None (Open Label),True,lead,Universidade Federal do Rio de Janeiro,OTHER,Phase 2/Phase 3,UNIVERSITY
5032866,NCT01621009,2001-01-31,2001.0,Randomized,Double,True,lead,"University of Wisconsin, Madison",OTHER,Phase 4,UNIVERSITY
5032875,NCT01621022,2001-01-31,2001.0,Randomized,Double,False,lead,"University of Wisconsin, Madison",OTHER,Phase 4,UNIVERSITY
5032879,NCT01621113,2012-06-30,2012.0,Randomized,Triple,False,lead,Kessler Foundation,OTHER,Phase 2,OTHER
5032888,NCT01621191,2012-06-30,2012.0,,None (Open Label),True,lead,Eli Lilly and Company,INDUSTRY,Phase 3,INDUSTRY
5032894,NCT01621256,2013-05-31,2013.0,Randomized,Quadruple,False,lead,Nordmark Arzneimittel GmbH & Co. KG,INDUSTRY,Phase 1/Phase 2,INDUSTRY
5034532,NCT01621269,2013-06-30,2013.0,Non-Randomized,None (Open Label),False,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 4,INDUSTRY
5034547,NCT01621581,2013-03-13,2013.0,Non-Randomized,None (Open Label),False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 1,NIH
5034562,NCT01621737,2011-06-30,2011.0,Randomized,Triple,True,lead,"University of California, San Diego",OTHER,Not Applicable,UNIVERSITY
5034583,NCT01622088,2012-06-30,2012.0,,None (Open Label),True,lead,Knopp Biosciences,INDUSTRY,Phase 3,INDUSTRY
5039882,NCT01623284,2010-03-31,2010.0,,None (Open Label),False,lead,Mayo Clinic,OTHER,Phase 1,OTHER
5039896,NCT01623505,2010-06-30,2010.0,Randomized,None (Open Label),False,lead,Ottawa Heart Institute Research Corporation,OTHER,Phase 4,OTHER
5039920,NCT01623596,2012-06-08,2012.0,Randomized,None (Open Label),True,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 4,INDUSTRY
5040658,NCT01623713,2012-06-30,2012.0,Randomized,Triple,False,lead,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",INDUSTRY,Phase 2,INDUSTRY
5040726,NCT01624389,2012-01-31,2012.0,,Single,False,lead,Chang Gung Memorial Hospital,OTHER,Not Applicable,HOSPITAL
5040759,NCT01624428,2012-06-30,2012.0,Randomized,Triple,False,lead,Yale University,OTHER,Phase 1,UNIVERSITY
5040761,NCT01624480,2012-07-31,2012.0,Randomized,None (Open Label),False,lead,"Teva Branded Pharmaceutical Products R&D, Inc.",INDUSTRY,Phase 1,INDUSTRY
5040908,NCT01624714,2012-09-30,2012.0,Non-Randomized,None (Open Label),False,lead,"Samuel Forrester Hunter, MD, PhD",OTHER,Phase 1,OTHER
5040911,NCT01624779,2012-04-30,2012.0,,None (Open Label),False,lead,Bukwang Pharmaceutical,INDUSTRY,Phase 1,INDUSTRY
5040918,NCT01625000,2012-05-31,2012.0,Randomized,Quadruple,True,lead,Mitsubishi Tanabe Pharma Corporation,INDUSTRY,Phase 2/Phase 3,INDUSTRY
5040951,NCT01625182,2012-12-22,2012.0,Randomized,Quadruple,True,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
5047829,NCT01625845,2012-06-30,2012.0,Randomized,Triple,True,lead,Indiana University,OTHER,Phase 2,UNIVERSITY
5047845,NCT01625897,2012-05-31,2012.0,Randomized,None (Open Label),True,lead,Mitsubishi Tanabe Pharma Corporation,INDUSTRY,Phase 2/Phase 3,INDUSTRY
5047848,NCT01625988,2012-06-28,2012.0,Randomized,Double,True,lead,Eli Lilly and Company,INDUSTRY,Phase 2,INDUSTRY
5047971,NCT01626391,2012-09-30,2012.0,Randomized,Quadruple,True,lead,TauRx Therapeutics Ltd,INDUSTRY,Phase 2,INDUSTRY
5048055,NCT01626456,2012-06-30,2012.0,Randomized,Quadruple,True,lead,"Alkermes, Inc.",INDUSTRY,Phase 3,INDUSTRY
5050050,NCT01626755,2013-08-31,2013.0,Randomized,Triple,False,lead,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),OTHER,Not Applicable,UNIVERSITY
5050410,NCT01626833,2013-03-31,2013.0,Randomized,Triple,False,lead,Assistance Publique - Hôpitaux de Paris,OTHER,Phase 2/Phase 3,OTHER
5050422,NCT01626859,2012-05-31,2012.0,Randomized,None (Open Label),True,lead,Mitsubishi Tanabe Pharma Corporation,INDUSTRY,Phase 2/Phase 3,INDUSTRY
5050425,NCT01626872,2012-09-30,2012.0,Randomized,Quadruple,True,lead,Mitsubishi Tanabe Pharma Corporation,INDUSTRY,Phase 2/Phase 3,INDUSTRY
5050452,NCT01626885,2012-05-31,2012.0,,None (Open Label),True,lead,Mitsubishi Tanabe Pharma Corporation,INDUSTRY,Phase 2/Phase 3,INDUSTRY
5050481,NCT01627860,2010-02-28,2010.0,Randomized,None (Open Label),True,lead,Johnson & Johnson Taiwan Ltd,INDUSTRY,Phase 4,INDUSTRY
5050484,NCT01627938,2012-04-30,2012.0,Randomized,Quadruple,False,lead,PD Dr. Andrew Chan,OTHER,Phase 2,OTHER
5050492,NCT01628029,2014-01-15,2014.0,Randomized,Double,False,lead,M.D. Anderson Cancer Center,OTHER,Phase 2,OTHER
5050525,NCT01628783,2012-06-30,2012.0,Randomized,Quadruple,False,lead,Jesper Ekelund,OTHER,Phase 4,OTHER
5050532,NCT01628848,2006-08-31,2006.0,Randomized,Quadruple,True,lead,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,Phase 2,INDUSTRY
5050553,NCT01628926,2009-06-30,2009.0,Randomized,Quadruple,True,lead,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,Phase 3,INDUSTRY
5050577,NCT01628965,2008-01-31,2008.0,,None (Open Label),True,lead,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,Phase 2/Phase 3,INDUSTRY
5050598,NCT01629329,2010-11-30,2010.0,Randomized,Triple,True,lead,Albert Einstein Healthcare Network,OTHER,Phase 4,OTHER
5050696,NCT01631630,2012-05-31,2012.0,Randomized,Triple,True,lead,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,Phase 2,NIH
5050701,NCT01631682,2010-11-30,2010.0,Randomized,None (Open Label),True,lead,Massachusetts General Hospital,OTHER,Phase 4,HOSPITAL
5050705,NCT01631812,2006-12-31,2006.0,,None (Open Label),True,lead,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,Phase 2,INDUSTRY
5050726,NCT01631825,2009-10-31,2009.0,,None (Open Label),True,lead,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,Phase 3,INDUSTRY
5050750,NCT01632189,2012-09-30,2012.0,,None (Open Label),False,lead,Centre for Addiction and Mental Health,OTHER,Not Applicable,OTHER
5050756,NCT01632215,2010-03-31,2010.0,Randomized,Triple,True,lead,Federal University of São Paulo,OTHER,Phase 3,UNIVERSITY
5050795,NCT01633086,2012-07-31,2012.0,Randomized,Double,False,lead,China Medical University Hospital,OTHER,Phase 2,UNIVERSITY
5050816,NCT01633827,2012-08-31,2012.0,Randomized,Single,True,lead,Brigham and Women's Hospital,OTHER,Not Applicable,HOSPITAL
5050826,NCT01634243,2005-01-31,2005.0,,None (Open Label),True,lead,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,Phase 2,INDUSTRY
5050841,NCT01634347,2012-01-31,2012.0,Randomized,Quadruple,False,lead,Douglas Mental Health University Institute,OTHER,Phase 2,UNIVERSITY
5050845,NCT01634360,2004-11-30,2004.0,,None (Open Label),True,lead,Eisai Inc.,INDUSTRY,Phase 2,INDUSTRY
5050851,NCT01634568,2011-08-31,2011.0,Randomized,Double,False,lead,Vernalis (R&D) Ltd,INDUSTRY,Phase 1,INDUSTRY
5050867,NCT01635530,2012-08-31,2012.0,Randomized,None (Open Label),False,lead,Turku University Hospital,OTHER_GOV,Phase 4,UNIVERSITY
5050879,NCT01636037,2012-09-30,2012.0,,None (Open Label),False,lead,Centre for Addiction and Mental Health,OTHER,Phase 2,OTHER
5050885,NCT01636310,2005-12-31,2005.0,Non-Randomized,Single,False,lead,Mclean Hospital,OTHER,Not Applicable,HOSPITAL
5050887,NCT01636323,2008-12-31,2008.0,Non-Randomized,Single,False,lead,Mclean Hospital,OTHER,Not Applicable,HOSPITAL
5050889,NCT01636336,2008-09-30,2008.0,Non-Randomized,Single,False,lead,Mclean Hospital,OTHER,Not Applicable,HOSPITAL
5050891,NCT01636596,2013-09-30,2013.0,,None (Open Label),False,lead,Louisiana State University Health Sciences Center Shreveport,OTHER,Not Applicable,UNIVERSITY
5050915,NCT01637077,2012-01-31,2012.0,Randomized,Double,True,lead,Academic and Community Cancer Research United,OTHER,Phase 2,OTHER
5050973,NCT01637584,2010-04-30,2010.0,Randomized,Double,True,lead,University of Pittsburgh,OTHER,Not Applicable,UNIVERSITY
5050976,NCT01637662,2012-07-31,2012.0,Non-Randomized,None (Open Label),False,lead,Danish Headache Center,OTHER,Not Applicable,OTHER
5051002,NCT01638949,2012-05-31,2012.0,Non-Randomized,None (Open Label),False,lead,"University Hospital, Caen",OTHER,Not Applicable,UNIVERSITY
5051056,NCT01639300,2012-07-31,2012.0,Randomized,Single,False,lead,GeNeuro Innovation SAS,INDUSTRY,Phase 2,INDUSTRY
5051074,NCT01639872,2013-05-01,2013.0,Randomized,Quadruple,True,lead,Dartmouth-Hitchcock Medical Center,OTHER,Phase 4,HOSPITAL
5051434,NCT01639898,2012-07-31,2012.0,Non-Randomized,None (Open Label),False,lead,"University Hospital, Limoges",OTHER,Phase 2,UNIVERSITY
5051539,NCT01640067,2011-12-31,2011.0,,None (Open Label),False,lead,"Azienda Ospedaliera Santa Maria, Terni, Italy",OTHER,Phase 1,OTHER
5051548,NCT01640145,2012-07-31,2012.0,Randomized,Double,False,lead,Bispebjerg Hospital,OTHER,Not Applicable,HOSPITAL
5051574,NCT01641120,2012-05-31,2012.0,Non-Randomized,Single,True,lead,Trinity Health Of New England,OTHER,Not Applicable,OTHER
5051620,NCT01641159,2012-08-31,2012.0,Randomized,Quadruple,True,lead,University of Cincinnati,OTHER,Phase 2,UNIVERSITY
5051654,NCT01641900,2012-07-31,2012.0,Randomized,Quadruple,True,lead,Massachusetts General Hospital,OTHER,Not Applicable,HOSPITAL
5051669,NCT01642056,2012-09-01,2012.0,Non-Randomized,Double,True,lead,National Human Genome Research Institute (NHGRI),NIH,Phase 1/Phase 2,NIH
5051674,NCT01642134,2013-04-30,2013.0,Randomized,Single,False,lead,"Andres Iñiguez Romo, MD, PhD",OTHER_GOV,Phase 4,OTHER_GOV
5051707,NCT01642433,2012-07-31,2012.0,Randomized,Triple,False,lead,Centre for Addiction and Mental Health,OTHER,Phase 2,OTHER
5051711,NCT01642524,2004-04-30,2004.0,Randomized,Double,False,lead,Sunnybrook Health Sciences Centre,OTHER,Phase 3,OTHER
5051717,NCT01642550,2012-11-30,2012.0,Randomized,Double,False,lead,"Motus Therapeutics, Inc.",INDUSTRY,Phase 2,INDUSTRY
5051720,NCT01642589,2012-07-31,2012.0,Randomized,Single,True,lead,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,Phase 3,INDUSTRY
5051765,NCT01642901,2012-09-30,2012.0,Randomized,Quadruple,True,lead,Thomas Jefferson University,OTHER,Phase 3,UNIVERSITY
5051788,NCT01643902,2013-01-31,2013.0,,None (Open Label),True,lead,Johns Hopkins University,OTHER,Phase 2,UNIVERSITY
5052094,NCT01645098,2011-08-31,2011.0,Non-Randomized,None (Open Label),True,lead,Nationwide Children's Hospital,OTHER,Not Applicable,HOSPITAL
5052097,NCT01645189,2012-07-31,2012.0,,None (Open Label),False,lead,Green Cross Corporation,INDUSTRY,Phase 3,INDUSTRY
5052100,NCT01645306,2013-03-08,2013.0,Randomized,Quadruple,True,lead,AdvanceCor GmbH,INDUSTRY,Phase 2,INDUSTRY
5052388,NCT01645787,2012-06-30,2012.0,Randomized,Triple,False,lead,Columbia University,OTHER,Phase 2/Phase 3,UNIVERSITY
5052421,NCT01646255,2012-07-31,2012.0,Randomized,Double,True,lead,UCB Pharma,INDUSTRY,Phase 3,INDUSTRY
5052580,NCT01646827,2012-05-31,2012.0,Randomized,None (Open Label),True,lead,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,Phase 1,INDUSTRY
5052607,NCT01647880,2013-07-31,2013.0,Randomized,Single,False,lead,"Charite University, Berlin, Germany",OTHER,Phase 2/Phase 3,UNIVERSITY
5052629,NCT01648101,2012-08-29,2012.0,Randomized,Quadruple,True,lead,GlaxoSmithKline,INDUSTRY,Phase 3,INDUSTRY
5053613,NCT01648634,2012-02-13,2012.0,Randomized,Double,False,lead,Assistance Publique - Hôpitaux de Paris,OTHER,Phase 3,OTHER
5053653,NCT01648998,2012-05-31,2012.0,Randomized,Triple,False,lead,Leiden University Medical Center,OTHER,Phase 1,UNIVERSITY
5053665,NCT01649557,2009-08-31,2009.0,,None (Open Label),True,lead,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,Phase 2,INDUSTRY
5056225,NCT01649687,2012-05-31,2012.0,,None (Open Label),False,lead,National Yang Ming University,OTHER,Phase 1/Phase 2,UNIVERSITY
5056239,NCT01650415,2014-09-30,2014.0,Randomized,Quadruple,False,lead,Bundang CHA Hospital,OTHER,Phase 2,HOSPITAL
5056259,NCT01650779,2012-04-30,2012.0,,None (Open Label),True,lead,"Genzyme, a Sanofi Company",INDUSTRY,Phase 4,INDUSTRY
5056283,NCT01651364,2011-07-31,2011.0,Randomized,Quadruple,False,lead,Baylor College of Medicine,OTHER,Phase 1,OTHER
5056299,NCT01651377,2011-10-31,2011.0,Randomized,Quadruple,False,lead,Baylor College of Medicine,OTHER,Phase 1,OTHER
5056318,NCT01651520,2013-06-30,2013.0,Randomized,None (Open Label),False,lead,Assistance Publique - Hôpitaux de Paris,OTHER,Not Applicable,OTHER
5056327,NCT01651754,2010-09-30,2010.0,,None (Open Label),False,lead,Radboud University Medical Center,OTHER,Not Applicable,UNIVERSITY
5056339,NCT01652001,2011-01-31,2011.0,Randomized,Double,True,lead,Universidad de Granada,OTHER,Phase 2/Phase 3,UNIVERSITY
5056347,NCT01652040,2012-07-02,2012.0,Randomized,Single,True,lead,VA Office of Research and Development,FED,Phase 2/Phase 3,FED
5056389,NCT01652313,2012-05-31,2012.0,,None (Open Label),False,lead,H. Lundbeck A/S,INDUSTRY,Phase 1,INDUSTRY
5056392,NCT01652534,2011-06-30,2011.0,Randomized,Triple,True,lead,Northwestern University,OTHER,Phase 3,UNIVERSITY
5056417,NCT01653262,2012-07-31,2012.0,,None (Open Label),True,lead,UCB Pharma SA,INDUSTRY,Phase 3,INDUSTRY
5056633,NCT01653444,2012-11-30,2012.0,Non-Randomized,None (Open Label),False,lead,Green Cross Corporation,INDUSTRY,Phase 1,INDUSTRY
5056642,NCT01653457,2012-09-30,2012.0,Randomized,Double,False,lead,Aragon Institute of Health Sciences,OTHER,Phase 3,OTHER
5056645,NCT01653522,2012-07-31,2012.0,Randomized,None (Open Label),False,lead,The Cleveland Clinic,OTHER,Not Applicable,OTHER
5056690,NCT01654107,2012-07-31,2012.0,Randomized,None (Open Label),True,lead,"Rutgers, The State University of New Jersey",OTHER,Phase 1,UNIVERSITY
5057291,NCT01654601,2012-06-30,2012.0,Randomized,None (Open Label),True,lead,Dong Wha Pharmaceutical Co. Ltd.,INDUSTRY,Phase 1,INDUSTRY
5057396,NCT01654640,2012-09-30,2012.0,Randomized,Quadruple,False,lead,Seoul National University Hospital,OTHER,Phase 4,UNIVERSITY
5057411,NCT01655212,2012-06-30,2012.0,Randomized,Single,False,lead,Dr. Ann C.T.M. Vossen,OTHER,Phase 3,OTHER
5057635,NCT01655680,2012-05-31,2012.0,Randomized,Triple,False,lead,"AbbVie (prior sponsor, Abbott)",INDUSTRY,Phase 2,INDUSTRY
5058367,NCT01655823,2012-07-31,2012.0,Randomized,Quadruple,True,lead,Wex Pharmaceuticals Inc.,INDUSTRY,Phase 2,INDUSTRY
5058689,NCT01655927,2012-07-31,2012.0,Randomized,Double,False,lead,Colombian Foundation for Epilepsy and Neurological Disease,OTHER,Phase 3,OTHER
5058698,NCT01656148,2012-06-30,2012.0,Randomized,Quadruple,False,lead,University of Southern Denmark,OTHER,Phase 4,UNIVERSITY
5058734,NCT01656200,2012-05-31,2012.0,,None (Open Label),True,lead,Indian Institute of Science,OTHER_GOV,Phase 4,OTHER_GOV
5058778,NCT01656525,2012-06-30,2012.0,Randomized,Double,False,lead,Chugai Pharmaceutical,INDUSTRY,Phase 1,INDUSTRY
5058804,NCT01656733,2012-08-31,2012.0,Randomized,Triple,True,lead,UConn Health,OTHER,Phase 4,OTHER
5058816,NCT01656785,2012-02-29,2012.0,,None (Open Label),False,lead,Peking Union Medical College Hospital,OTHER,Early Phase 1,HOSPITAL
5058826,NCT01657019,2012-08-21,2012.0,,None (Open Label),True,lead,Shire,INDUSTRY,Phase 3,INDUSTRY
5059484,NCT01657370,2012-08-31,2012.0,Randomized,Double,True,lead,Allergan,INDUSTRY,Phase 2,INDUSTRY
5059499,NCT01658150,2012-09-30,2012.0,,None (Open Label),True,lead,Icahn School of Medicine at Mount Sinai,OTHER,Not Applicable,OTHER
5059509,NCT01658228,2011-09-30,2011.0,Randomized,Quadruple,True,lead,New York State Psychiatric Institute,OTHER,Phase 4,OTHER
5059537,NCT01659320,2012-03-31,2012.0,,None (Open Label),True,lead,Weill Medical College of Cornell University,OTHER,Not Applicable,UNIVERSITY
5059601,NCT01659996,2012-07-31,2012.0,Randomized,None (Open Label),True,lead,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,Phase 4,INDUSTRY
5060413,NCT01660672,2013-01-31,2013.0,,None (Open Label),True,lead,University of Rochester,OTHER,Phase 1/Phase 2,UNIVERSITY
5060431,NCT01660815,2012-08-31,2012.0,,None (Open Label),True,lead,Avid Radiopharmaceuticals,INDUSTRY,Phase 1,INDUSTRY
5060437,NCT01661322,2009-04-30,2009.0,Randomized,Single,False,lead,University of Nottingham,OTHER,Phase 3,UNIVERSITY
5060442,NCT01661673,2012-11-30,2012.0,Randomized,Quadruple,False,lead,FORUM Pharmaceuticals Inc,INDUSTRY,Phase 2,INDUSTRY
5060450,NCT01661725,2006-04-30,2006.0,,None (Open Label),False,lead,"Hualan Biological Engineering, Inc.",INDUSTRY,Phase 1,INDUSTRY
5060452,NCT01661738,2006-05-31,2006.0,,None (Open Label),False,lead,"Hualan Biological Engineering, Inc.",INDUSTRY,Phase 2,INDUSTRY
