,Neurological Disease,Disease Class,Source
2007,Prescription Drug Abuse,Diseases Category,MeSH
2008,"Abuse, Prescription Drug",Diseases Category,MeSH
2009,"Drug Abuse, Prescription",Diseases Category,MeSH
2010,Substance Use,Diseases Category,MeSH
2011,Substance Uses,Diseases Category,MeSH
2012,"Use, Substance",Diseases Category,MeSH
2013,Drug Abuse,Diseases Category,MeSH
2014,"Abuse, Drug",Diseases Category,MeSH
2015,Drug Habituation,Diseases Category,MeSH
2016,"Habituation, Drug",Diseases Category,MeSH
2017,Substance Use Disorders,Diseases Category,MeSH
2018,"Disorder, Substance Use",Diseases Category,MeSH
2019,Substance Use Disorder,Diseases Category,MeSH
2020,Alcohol Related Disorders,Diseases Category,MeSH
2021,Alcohol-Related Disorder,Diseases Category,MeSH
2022,"Disorder, Alcohol-Related",Diseases Category,MeSH
2023,Alcohol Problem,Diseases Category,MeSH
2024,Alcohol Problems,Diseases Category,MeSH
2025,Amphetamine Related Disorders,Diseases Category,MeSH
2026,"Disorder, Amphetamine-Related",Diseases Category,MeSH
2027,"Disorders, Amphetamine-Related",Diseases Category,MeSH
2028,Amphetamine Abuse,Diseases Category,MeSH
2029,"Abuse, Amphetamine",Diseases Category,MeSH
2030,Amphetamine Addiction,Diseases Category,MeSH
2031,"Addiction, Amphetamine",Diseases Category,MeSH
2032,Amphetamine Dependence,Diseases Category,MeSH
2033,"Dependence, Amphetamine",Diseases Category,MeSH
2034,Cocaine Related Disorders,Diseases Category,MeSH
2035,Cocaine-Related Disorder,Diseases Category,MeSH
2036,"Disorder, Cocaine-Related",Diseases Category,MeSH
2037,"Disorders, Cocaine-Related",Diseases Category,MeSH
2038,Cocaine Abuse,Diseases Category,MeSH
2039,"Abuse, Cocaine",Diseases Category,MeSH
2040,Cocaine Dependence,Diseases Category,MeSH
2041,"Dependence, Cocaine",Diseases Category,MeSH
2042,"Dependences, Cocaine",Diseases Category,MeSH
2043,Cocaine Addiction,Diseases Category,MeSH
2044,"Addiction, Cocaine",Diseases Category,MeSH
2045,Drug Misuses,Diseases Category,MeSH
2046,"Misuse, Drug",Diseases Category,MeSH
2047,Non-Prescription Drug Misuse,Diseases Category,MeSH
2048,"Drug Misuse, Non-Prescription",Diseases Category,MeSH
2049,"Misuse, Non-Prescription Drug",Diseases Category,MeSH
2050,Non Prescription Drug Misuse,Diseases Category,MeSH
2051,Nonprescription Drug Misuse,Diseases Category,MeSH
2052,"Drug Misuse, Nonprescription",Diseases Category,MeSH
2053,"Drug Misuses, Nonprescription",Diseases Category,MeSH
2054,"Misuse, Nonprescription Drug",Diseases Category,MeSH
2055,"Misuses, Nonprescription Drug",Diseases Category,MeSH
2056,Nonprescription Drug Misuses,Diseases Category,MeSH
2057,Over-the-Counter Drug Misuse,Diseases Category,MeSH
2058,"Drug Misuse, Over-the-Counter",Diseases Category,MeSH
2059,"Drug Misuses, Over-the-Counter",Diseases Category,MeSH
2060,"Misuse, Over-the-Counter Drug",Diseases Category,MeSH
2061,"Misuses, Over-the-Counter Drug",Diseases Category,MeSH
2062,Over the Counter Drug Misuse,Diseases Category,MeSH
2063,Over-the-Counter Drug Misuses,Diseases Category,MeSH
2064,Non-Prescription Medicine Misuse,Diseases Category,MeSH
2065,"Medicine Misuse, Non-Prescription",Diseases Category,MeSH
2066,"Misuse, Non-Prescription Medicine",Diseases Category,MeSH
2067,Non Prescription Medicine Misuse,Diseases Category,MeSH
2068,"Abuse, Inhalant",Diseases Category,MeSH
2069,"Abuses, Inhalant",Diseases Category,MeSH
2070,Inhalant Abuses,Diseases Category,MeSH
2071,Glue Sniffing,Diseases Category,MeSH
2072,Glue Sniffings,Diseases Category,MeSH
2073,Glue Abuse,Diseases Category,MeSH
2074,"Abuse, Glue",Diseases Category,MeSH
2075,"Abuses, Glue",Diseases Category,MeSH
2076,Glue Abuses,Diseases Category,MeSH
2077,"Abuse, Marijuana",Diseases Category,MeSH
2078,Marihuana Abuse,Diseases Category,MeSH
2079,"Abuse, Marihuana",Diseases Category,MeSH
2080,Hashish Abuse,Diseases Category,MeSH
2081,"Abuse, Hashish",Diseases Category,MeSH
2082,Cannabis-Related Disorder,Diseases Category,MeSH
2083,Cannabis Related Disorder,Diseases Category,MeSH
2084,"Disorder, Cannabis-Related",Diseases Category,MeSH
2085,Cannabis Abuse,Diseases Category,MeSH
2086,"Abuse, Cannabis",Diseases Category,MeSH
2087,Cannabis Dependence,Diseases Category,MeSH
2088,"Dependence, Cannabis",Diseases Category,MeSH
2089,Marijuana Dependence,Diseases Category,MeSH
2090,"Dependence, Marijuana",Diseases Category,MeSH
2091,Marijuana Uses,Psychiatry and Psychology Category,MeSH
2092,"Use, Marijuana",Psychiatry and Psychology Category,MeSH
2093,"Uses, Marijuana",Psychiatry and Psychology Category,MeSH
2094,Marijuana-Related Disorder,Psychiatry and Psychology Category,MeSH
2095,"Disorder, Marijuana-Related",Psychiatry and Psychology Category,MeSH
2096,"Disorders, Marijuana-Related",Psychiatry and Psychology Category,MeSH
2097,Marijuana Related Disorder,Psychiatry and Psychology Category,MeSH
2098,Marijuana-Related Disorders,Psychiatry and Psychology Category,MeSH
2099,Recreational Marijuana Use,Psychiatry and Psychology Category,MeSH
2100,"Marijuana Use, Recreational",Psychiatry and Psychology Category,MeSH
2101,"Marijuana Uses, Recreational",Psychiatry and Psychology Category,MeSH
2102,Recreational Marijuana Uses,Psychiatry and Psychology Category,MeSH
2103,"Use, Recreational Marijuana",Psychiatry and Psychology Category,MeSH
2104,"Uses, Recreational Marijuana",Psychiatry and Psychology Category,MeSH
2105,"Disorder, Narcotic-Related",Diseases Category,MeSH
2106,Narcotic Related Disorders,Diseases Category,MeSH
2107,Narcotic-Related Disorder,Diseases Category,MeSH
2108,Narcotic Dependence,Diseases Category,MeSH
2109,"Dependence, Narcotic",Diseases Category,MeSH
2110,Narcotic Addiction,Diseases Category,MeSH
2111,"Addiction, Narcotic",Diseases Category,MeSH
2112,Narcotic Addictions,Diseases Category,MeSH
2113,Narcotic Abuse,Diseases Category,MeSH
2114,"Abuse, Narcotic",Diseases Category,MeSH
2115,"Abuses, Narcotic",Diseases Category,MeSH
2116,Narcotic Abuses,Diseases Category,MeSH
2117,"Substance Withdrawal, Neonatal",Diseases Category,MeSH
2118,Neonatal Withdrawal Syndrome,Diseases Category,MeSH
2119,Neonatal Withdrawal Syndromes,Diseases Category,MeSH
2120,"Syndrome, Neonatal Withdrawal",Diseases Category,MeSH
2121,"Syndromes, Neonatal Withdrawal",Diseases Category,MeSH
2122,"Withdrawal Syndrome, Neonatal",Diseases Category,MeSH
2123,"Withdrawal Syndromes, Neonatal",Diseases Category,MeSH
2124,"Abstinence Syndrome, Neonatal",Diseases Category,MeSH
2125,"Abstinence Syndromes, Neonatal",Diseases Category,MeSH
2126,Neonatal Abstinence Syndromes,Diseases Category,MeSH
2127,"Syndrome, Neonatal Abstinence",Diseases Category,MeSH
2128,"Syndromes, Neonatal Abstinence",Diseases Category,MeSH
2129,Neonatal Substance Withdrawal,Diseases Category,MeSH
2130,Neonatal Substance Withdrawals,Diseases Category,MeSH
2131,"Substance Withdrawals, Neonatal",Diseases Category,MeSH
2132,"Withdrawal, Neonatal Substance",Diseases Category,MeSH
2133,"Passive Addiction, Neonatal",Diseases Category,MeSH
2134,"Addiction, Neonatal Passive",Diseases Category,MeSH
2135,"Addictions, Neonatal Passive",Diseases Category,MeSH
2136,Neonatal Passive Addiction,Diseases Category,MeSH
2137,Neonatal Passive Addictions,Diseases Category,MeSH
2138,"Passive Addictions, Neonatal",Diseases Category,MeSH
2139,"Abuse, Phencyclidine",Diseases Category,MeSH
2140,Phencyclidine Abuses,Diseases Category,MeSH
2141,PCP Abuse,Diseases Category,MeSH
2142,"Abuse, PCP",Diseases Category,MeSH
2143,Angel Dust Abuse,Diseases Category,MeSH
2144,"Abuse, Angel Dust",Diseases Category,MeSH
2145,Phencyclidine-Related Disorders,Diseases Category,MeSH
2146,Phencyclidine Related Disorders,Diseases Category,MeSH
2147,Phencyclidine-Related Disorder,Diseases Category,MeSH
2148,"Psychoses, Substance Induced",Diseases Category,MeSH
2149,Substance-Induced Psychoses,Diseases Category,MeSH
2150,Substance Induced Psychoses,Diseases Category,MeSH
2151,Toxic Psychoses,Diseases Category,MeSH
2152,"Psychoses, Toxic",Diseases Category,MeSH
2153,"Psychoses, Drug",Diseases Category,MeSH
2154,Drug Psychoses,Diseases Category,MeSH
2155,Intravenous Substance Abuse,Diseases Category,MeSH
2156,"Drug Abuse, Parenteral",Diseases Category,MeSH
2157,Parenteral Drug Abuse,Diseases Category,MeSH
2158,Intravenous Drug Abuse,Diseases Category,MeSH
2159,"Drug Abuse, Intravenous",Diseases Category,MeSH
2160,"Abuse, Oral Substance",Diseases Category,MeSH
2161,"Substance Abuses, Oral",Diseases Category,MeSH
2162,Oral Substance Abuse,Diseases Category,MeSH
2163,Drug Bombing,Diseases Category,MeSH
2164,"Bombing, Drug",Diseases Category,MeSH
2165,Drug Parachuting,Diseases Category,MeSH
2166,"Parachuting, Drug",Diseases Category,MeSH
2167,Substance Withdrawal Syndromes,Diseases Category,MeSH
2168,"Syndrome, Substance Withdrawal",Diseases Category,MeSH
2169,"Syndromes, Substance Withdrawal",Diseases Category,MeSH
2170,"Withdrawal Syndrome, Substance",Diseases Category,MeSH
2171,"Withdrawal Syndromes, Substance",Diseases Category,MeSH
2172,Withdrawal Symptoms,Diseases Category,MeSH
2173,"Symptom, Withdrawal",Diseases Category,MeSH
2174,"Symptoms, Withdrawal",Diseases Category,MeSH
2175,Withdrawal Symptom,Diseases Category,MeSH
2176,Drug Withdrawal Symptoms,Diseases Category,MeSH
2177,Drug Withdrawal Symptom,Diseases Category,MeSH
2178,"Symptom, Drug Withdrawal",Diseases Category,MeSH
2179,"Symptoms, Drug Withdrawal",Diseases Category,MeSH
2180,"Withdrawal Symptom, Drug",Diseases Category,MeSH
2181,"Withdrawal Symptoms, Drug",Diseases Category,MeSH
2182,"Disorder, Tobacco Use",Diseases Category,MeSH
2183,Tobacco Use Disorders,Diseases Category,MeSH
2184,Tobacco-Use Disorder,Diseases Category,MeSH
2185,"Disorder, Tobacco-Use",Diseases Category,MeSH
2186,Nicotine Addiction,Diseases Category,MeSH
2187,"Addiction, Nicotine",Diseases Category,MeSH
2188,Nicotine Addictions,Diseases Category,MeSH
2189,Tobacco Dependence,Diseases Category,MeSH
2190,"Dependence, Tobacco",Diseases Category,MeSH
2191,Nicotine Use Disorder,Diseases Category,MeSH
2192,"Disorder, Nicotine Use",Diseases Category,MeSH
2193,Nicotine Use Disorders,Diseases Category,MeSH
2194,Nicotine Dependence,Diseases Category,MeSH
2195,"Dependence, Nicotine",Diseases Category,MeSH
2196,Trauma and Stress Related Disorders,Psychiatry and Psychology Category,MeSH
2197,Reactive Disorders,Psychiatry and Psychology Category,MeSH
2198,"Disorder, Reactive",Psychiatry and Psychology Category,MeSH
2199,"Disorders, Reactive",Psychiatry and Psychology Category,MeSH
2200,Reactive Disorder,Psychiatry and Psychology Category,MeSH
2201,Adjustment Disorder,Psychiatry and Psychology Category,MeSH
2202,"Disorder, Adjustment",Psychiatry and Psychology Category,MeSH
2203,"Disorders, Adjustment",Psychiatry and Psychology Category,MeSH
2204,"Depression, Reactive",Psychiatry and Psychology Category,MeSH
2205,"Depressions, Reactive",Psychiatry and Psychology Category,MeSH
2206,Reactive Depression,Psychiatry and Psychology Category,MeSH
2207,Reactive Depressions,Psychiatry and Psychology Category,MeSH
2208,Anniversary Reaction,Psychiatry and Psychology Category,MeSH
2209,Anniversary Reactions,Psychiatry and Psychology Category,MeSH
2210,"Reaction, Anniversary",Psychiatry and Psychology Category,MeSH
2211,"Reactions, Anniversary",Psychiatry and Psychology Category,MeSH
2212,Transient Situational Disturbance,Psychiatry and Psychology Category,MeSH
2213,"Disturbance, Transient Situational",Psychiatry and Psychology Category,MeSH
2214,"Disturbances, Transient Situational",Psychiatry and Psychology Category,MeSH
2215,"Situational Disturbance, Transient",Psychiatry and Psychology Category,MeSH
2216,"Situational Disturbances, Transient",Psychiatry and Psychology Category,MeSH
2217,Transient Situational Disturbances,Psychiatry and Psychology Category,MeSH
2218,"Disorder, Prolonged Grief",Psychiatry and Psychology Category,MeSH
2219,"Grief Disorder, Prolonged",Psychiatry and Psychology Category,MeSH
2220,Prolonged Grief Disorders,Psychiatry and Psychology Category,MeSH
2221,Persistent Complex Bereavement Disorder,Psychiatry and Psychology Category,MeSH
2222,"Stress Disorder, Traumatic",Psychiatry and Psychology Category,MeSH
2223,Traumatic Stress Disorder,Psychiatry and Psychology Category,MeSH
2224,Traumatic Stress Disorders,Psychiatry and Psychology Category,MeSH
2225,Anxiety Disorder,Psychiatry and Psychology Category,MeSH
2226,"Disorder, Anxiety",Psychiatry and Psychology Category,MeSH
2227,"Disorders, Anxiety",Psychiatry and Psychology Category,MeSH
2228,"Neuroses, Anxiety",Psychiatry and Psychology Category,MeSH
2229,Anxiety Neuroses,Psychiatry and Psychology Category,MeSH
2230,"Anxiety States, Neurotic",Psychiatry and Psychology Category,MeSH
2231,"Anxiety State, Neurotic",Psychiatry and Psychology Category,MeSH
2232,Neurotic Anxiety State,Psychiatry and Psychology Category,MeSH
2233,Neurotic Anxiety States,Psychiatry and Psychology Category,MeSH
2234,"State, Neurotic Anxiety",Psychiatry and Psychology Category,MeSH
2235,"States, Neurotic Anxiety",Psychiatry and Psychology Category,MeSH
2236,Bipolar Disorders,Psychiatry and Psychology Category,MeSH
2237,"Disorder, Bipolar",Psychiatry and Psychology Category,MeSH
2238,"Psychosis, Manic-Depressive",Psychiatry and Psychology Category,MeSH
2239,"Psychosis, Manic Depressive",Psychiatry and Psychology Category,MeSH
2240,"Psychoses, Manic-Depressive",Psychiatry and Psychology Category,MeSH
2241,"Psychoses, Manic Depressive",Psychiatry and Psychology Category,MeSH
2242,Manic-Depressive Psychosis,Psychiatry and Psychology Category,MeSH
2243,Manic Depressive Psychosis,Psychiatry and Psychology Category,MeSH
2244,Bipolar Mood Disorder,Psychiatry and Psychology Category,MeSH
2245,Bipolar Mood Disorders,Psychiatry and Psychology Category,MeSH
2246,"Disorder, Bipolar Mood",Psychiatry and Psychology Category,MeSH
2247,"Mood Disorder, Bipolar",Psychiatry and Psychology Category,MeSH
2248,"Affective Psychosis, Bipolar",Psychiatry and Psychology Category,MeSH
2249,Bipolar Affective Psychosis,Psychiatry and Psychology Category,MeSH
2250,"Psychoses, Bipolar Affective",Psychiatry and Psychology Category,MeSH
2251,"Psychosis, Bipolar Affective",Psychiatry and Psychology Category,MeSH
2252,Bipolar Disorder Type 1,Psychiatry and Psychology Category,MeSH
2253,Type 1 Bipolar Disorder,Psychiatry and Psychology Category,MeSH
2254,Manic Depression,Psychiatry and Psychology Category,MeSH
2255,"Depression, Manic",Psychiatry and Psychology Category,MeSH
2256,"Depressions, Manic",Psychiatry and Psychology Category,MeSH
2257,"Depression, Bipolar",Psychiatry and Psychology Category,MeSH
2258,Bipolar Depression,Psychiatry and Psychology Category,MeSH
2259,Bipolar Disorder Type 2,Psychiatry and Psychology Category,MeSH
2260,Type 2 Bipolar Disorder,Psychiatry and Psychology Category,MeSH
2261,Manic Disorder,Psychiatry and Psychology Category,MeSH
2262,"Disorder, Manic",Psychiatry and Psychology Category,MeSH
2263,Manic Disorders,Psychiatry and Psychology Category,MeSH
2264,"Disorder, Obsessive-Compulsive",Psychiatry and Psychology Category,MeSH
2265,"Disorders, Obsessive-Compulsive",Psychiatry and Psychology Category,MeSH
2266,Obsessive Compulsive Disorder,Psychiatry and Psychology Category,MeSH
2267,Obsessive-Compulsive Disorders,Psychiatry and Psychology Category,MeSH
2268,"Neurosis, Obsessive-Compulsive",Psychiatry and Psychology Category,MeSH
2269,"Neuroses, Obsessive-Compulsive",Psychiatry and Psychology Category,MeSH
2270,"Neurosis, Obsessive Compulsive",Psychiatry and Psychology Category,MeSH
2271,Obsessive-Compulsive Neuroses,Psychiatry and Psychology Category,MeSH
2272,Obsessive-Compulsive Neurosis,Psychiatry and Psychology Category,MeSH
2273,Anankastic Personality,Psychiatry and Psychology Category,MeSH
2274,Anankastic Personalities,Psychiatry and Psychology Category,MeSH
2275,"Personalities, Anankastic",Psychiatry and Psychology Category,MeSH
2276,"Personality, Anankastic",Psychiatry and Psychology Category,MeSH
2277,Post-Traumatic Stress Disorder,Psychiatry and Psychology Category,MeSH
2278,"Stress Disorder, Post-Traumatic",Psychiatry and Psychology Category,MeSH
2279,"Neuroses, Post-Traumatic",Psychiatry and Psychology Category,MeSH
2280,"Neuroses, Post Traumatic",Psychiatry and Psychology Category,MeSH
2281,Post-Traumatic Neuroses,Psychiatry and Psychology Category,MeSH
2282,PTSD,Psychiatry and Psychology Category,MeSH
2283,"Neuroses, Posttraumatic",Psychiatry and Psychology Category,MeSH
2284,Posttraumatic Neuroses,Psychiatry and Psychology Category,MeSH
2285,Post-Traumatic Stress Disorders,Psychiatry and Psychology Category,MeSH
2286,Post Traumatic Stress Disorders,Psychiatry and Psychology Category,MeSH
2287,Posttraumatic Stress Disorders,Psychiatry and Psychology Category,MeSH
2288,Posttraumatic Stress Disorder,Psychiatry and Psychology Category,MeSH
2289,"Stress Disorder, Posttraumatic",Psychiatry and Psychology Category,MeSH
2290,"Stress Disorders, Posttraumatic",Psychiatry and Psychology Category,MeSH
2291,Post Traumatic Stress Disorder,Psychiatry and Psychology Category,MeSH
2292,"Stress Disorder, Post Traumatic",Psychiatry and Psychology Category,MeSH
2293,Delayed Onset Post-Traumatic Stress Disorder,Psychiatry and Psychology Category,MeSH
